State,Region,Year,Acres,State_code,STATE_ABBR,region
West Virginia,Northeastern Area,2007,0,46,WV,R9
West Virginia,Southern,2e3,0,46,WV,R9
West Virginia,Northeastern Area,1998,0,46,WV,R9
West Virginia,Northeastern Area,1997,868986.2,46,WV,R9
West Virginia,Northeastern Area,1999,0,46,WV,R9
West Virginia,Southern,1999,0,46,WV,R9
West Virginia,Northeastern Area,2013,0,46,WV,R9
West Virginia,Southern,2010,0,46,WV,R9
West Virginia,Northeastern Area,2001,0,46,WV,R9
West Virginia,Southern,2001,0,46,WV,R9
West Virginia,Southern,2014,0,46,WV,R9
West Virginia,Southern,2004,0,46,WV,R9
West Virginia,Southern,1998,0,46,WV,R9
West Virginia,Northeastern Area,2002,11632,46,WV,R9
West Virginia,Southern,1997,0,46,WV,R9
West Virginia,Southern,2006,0,46,WV,R9
West Virginia,Northeastern Area,2004,484.7,46,WV,R9
West Virginia,Northeastern Area,2003,71284.7,46,WV,R9
West Virginia,Northeastern Area,2015,530448.8,46,WV,R9
West Virginia,Northeastern Area,2009,8410.1,46,WV,R9
West Virginia,Northeastern Area,2008,331.9,46,WV,R9
West Virginia,Northeastern Area,2005,48,46,WV,R9
West Virginia,Southern,2002,0,46,WV,R9
West Virginia,Southern,2007,0,46,WV,R9
West Virginia,Southern,2012,0,46,WV,R9
West Virginia,Southern,2016,527.9,46,WV,R9
West Virginia,Southern,2008,0,46,WV,R9
West Virginia,Northeastern Area,2e3,295935.2,46,WV,R9
West Virginia,Northeastern Area,2014,21807.3,46,WV,R9
West Virginia,Northeastern Area,2006,75.3,46,WV,R9
West Virginia,Southern,2009,0,46,WV,R9
West Virginia,Northeastern Area,2011,0,46,WV,R9
West Virginia,Southern,2015,0,46,WV,R9
West Virginia,Southern,2011,0,46,WV,R9
West Virginia,Northeastern Area,2016,18542.7,46,WV,R9
West Virginia,Northeastern Area,2012,304.4,46,WV,R9
West Virginia,Northeastern Area,2010,0,46,WV,R9
West Virginia,Southern,2013,0,46,WV,R9
Wisconsin,Northeastern Area,2001,1967.5,47,WI,R9
Wisconsin,Northeastern Area,1997,0,47,WI,R9
Wisconsin,Northeastern Area,1999,0,47,WI,R9
Wisconsin,Northeastern Area,2003,12208.5,47,WI,R9
Wisconsin,Northeastern Area,2002,0,47,WI,R9
Wisconsin,Northeastern Area,1998,299271.9,47,WI,R9
Wisconsin,Northeastern Area,2007,2498.7,47,WI,R9
Wisconsin,Northeastern Area,2009,706255.8,47,WI,R9
Wisconsin,Northeastern Area,2015,72323.3,47,WI,R9
Wisconsin,Northeastern Area,2005,1770.6,47,WI,R9
Wisconsin,Northeastern Area,2011,176455.2,47,WI,R9
Wisconsin,Northeastern Area,2012,92237.2,47,WI,R9
Wisconsin,Northeastern Area,2008,944330,47,WI,R9
Wisconsin,Northeastern Area,2004,0,47,WI,R9
Wisconsin,Northeastern Area,2006,718,47,WI,R9
Wisconsin,Northeastern Area,2014,87686,47,WI,R9
Wisconsin,Northeastern Area,2e3,0,47,WI,R9
Wisconsin,Northeastern Area,2016,505023.3,47,WI,R9
Wisconsin,Northeastern Area,2013,200810.4,47,WI,R9
Wisconsin,Northeastern Area,2010,518.2,47,WI,R9
Wyoming,Northern,2008,35527.7,48,WY,"NA"
Wyoming,Northern,2006,5891.5,48,WY,"NA"
Wyoming,Intermountain,1998,5702,48,WY,"NA"
Wyoming,Intermountain,2002,37021,48,WY,"NA"
Wyoming,Intermountain,2001,14132.5,48,WY,"NA"
Wyoming,Northern,2004,38.1,48,WY,"NA"
Wyoming,Intermountain,2007,485685.7,48,WY,"NA"
Wyoming,Northern,2005,33417.1,48,WY,"NA"
Wyoming,Northern,2002,23316.7,48,WY,"NA"
Wyoming,Northern,2009,53219.6,48,WY,"NA"
Wyoming,Rocky Mountain,2010,691940.5,48,WY,"NA"
Wyoming,Northern,1998,0.4,48,WY,"NA"
Wyoming,Intermountain,2e3,12099.8,48,WY,"NA"
Wyoming,Intermountain,1999,11454.1,48,WY,"NA"
Wyoming,Northern,2007,53875.6,48,WY,"NA"
Wyoming,Rocky Mountain,2006,296352.9,48,WY,"NA"
Wyoming,Northern,2e3,3.5,48,WY,"NA"
Wyoming,Northern,2016,621.6,48,WY,"NA"
Wyoming,Northern,2014,960,48,WY,"NA"
Wyoming,Northern,2003,19553.6,48,WY,"NA"
Wyoming,Intermountain,2008,442111.6,48,WY,"NA"
Wyoming,Intermountain,2005,258610.4,48,WY,"NA"
Wyoming,Northern,2015,482.3,48,WY,"NA"
Wyoming,Northern,2011,13459.6,48,WY,"NA"
Wyoming,Intermountain,2013,44754.1,48,WY,"NA"
Wyoming,Rocky Mountain,2012,147333.4,48,WY,"NA"
Wyoming,Northern,2010,17633.8,48,WY,"NA"
Wyoming,Intermountain,1997,65985.5,48,WY,"NA"
Wyoming,Intermountain,2014,75826.8,48,WY,"NA"
Wyoming,Rocky Mountain,2011,658809.1,48,WY,"NA"
Wyoming,Northern,2001,237.4,48,WY,"NA"
Wyoming,Intermountain,2004,329794.7,48,WY,"NA"
Wyoming,Rocky Mountain,1997,39919.5,48,WY,"NA"
Wyoming,Intermountain,2015,56659,48,WY,"NA"
Wyoming,Intermountain,2009,559952.4,48,WY,"NA"
Wyoming,Intermountain,2003,118430.6,48,WY,"NA"
Wyoming,Northern,2013,1706.8,48,WY,"NA"
Wyoming,Rocky Mountain,2005,453488.5,48,WY,"NA"
Wyoming,Rocky Mountain,2004,338669.4,48,WY,"NA"
Wyoming,Rocky Mountain,2016,24671.2,48,WY,"NA"
Wyoming,Rocky Mountain,2015,72075.8,48,WY,"NA"
Wyoming,Northern,2012,0.5,48,WY,"NA"
Wyoming,Northern,1999,1.1,48,WY,"NA"
Wyoming,Intermountain,2006,192767,48,WY,"NA"
Wyoming,Rocky Mountain,2008,740645,48,WY,"NA"
Wyoming,Rocky Mountain,2001,215180.3,48,WY,"NA"
Wyoming,Rocky Mountain,2013,98172.1,48,WY,"NA"
Wyoming,Intermountain,2011,128175.7,48,WY,"NA"
Wyoming,Rocky Mountain,2007,531320.8,48,WY,"NA"
Wyoming,Rocky Mountain,2e3,83208.4,48,WY,"NA"
Wyoming,Intermountain,2016,39692.6,48,WY,"NA"
Wyoming,Rocky Mountain,2009,660251,48,WY,"NA"
Wyoming,Intermountain,2012,58202.7,48,WY,"NA"
Wyoming,Intermountain,2010,305781.5,48,WY,"NA"
Wyoming,Rocky Mountain,2002,212166.2,48,WY,"NA"
Wyoming,Rocky Mountain,2014,169890.1,48,WY,"NA"
Wyoming,Rocky Mountain,1998,9638,48,WY,"NA"
Wyoming,Northern,1997,14847.5,48,WY,"NA"
Wyoming,Rocky Mountain,1999,46073.2,48,WY,"NA"
Wyoming,Rocky Mountain,2003,153420.4,48,WY,"NA"
