years,sim_number,value
2055,V1389,37407798879.94018
2056,V1389,38179703750.140236
2057,V1389,38982397019.72312
2058,V1389,39811341865.88518
2059,V1389,40663797786.53589
2060,V1389,41538119936.46915
2061,V1389,42451476830.54223
2062,V1389,43394201905.84039
2063,V1389,44368630736.48083
2064,V1389,45361166498.81826
2014,V1390,19763625725
2015,V1390,19986709080.725807
2016,V1390,20226102122.226585
2017,V1390,20480906506.698475
2018,V1390,20751879650.78002
2019,V1390,21037781140.543793
2020,V1390,21342173491.302757
2021,V1390,21655415938.765053
2022,V1390,21995771876.958157
2023,V1390,22355612687.614044
2024,V1390,22735639622.837433
2025,V1390,23136397753.645916
2026,V1390,23555436725.89251
2027,V1390,24000134532.963406
2028,V1390,24468191054.694916
2029,V1390,24960872138.924385
2030,V1390,25451818100.176426
2031,V1390,25995985641.83946
2032,V1390,26567812280.065674
2033,V1390,27160438577.327618
2034,V1390,27787897061.57117
2035,V1390,28452093083.604874
2036,V1390,29145656512.722313
2037,V1390,29878572828.96536
2038,V1390,30645329103.871593
2039,V1390,31454706510.493706
2040,V1390,32305314011.09371
2041,V1390,33198751267.203976
2042,V1390,34138063459.89468
2043,V1390,35125387343.22323
2044,V1390,36163201072.86878
2045,V1390,37252160483.150536
2046,V1390,38398288643.125984
2047,V1390,39604569890.89947
2048,V1390,40860642059.34568
2049,V1390,42196223601.54257
2050,V1390,43602170062.19339
2051,V1390,45080020515.0598
2052,V1390,46637708899.668785
2053,V1390,48267320772.203316
2054,V1390,49995746702.49139
2055,V1390,51797412014.03636
2056,V1390,53715763395.23448
2057,V1390,55723996810.74024
2058,V1390,57858223633.300415
2059,V1390,60112833569.6155
2060,V1390,62493033319.69574
2061,V1390,64993870288.782196
2062,V1390,67648524598.09803
2063,V1390,70454052594.20796
2064,V1390,73409094534.30565
2014,V1391,19763625725
2015,V1391,19973601762.199642
2016,V1391,20183420528.52611
2017,V1391,20389414901.884205
2018,V1391,20599909187.416504
2019,V1391,20810552498.84889
2020,V1391,21019733216.235035
2021,V1391,21230010806.26014
2022,V1391,21440980249.941048
2023,V1391,21651874761.66224
2024,V1391,21858028003.97144
2025,V1391,22065402227.893246
2026,V1391,22275969957.651543
2027,V1391,22484954399.581245
2028,V1391,22695148043.686253
2029,V1391,22905108658.13128
2030,V1391,23114742703.07839
2031,V1391,23321975762.700623
2032,V1391,23530960841.96521
2033,V1391,23736740604.389866
2034,V1391,23944604383.474747
2035,V1391,24152012828.073166
2036,V1391,24348435986.903053
2037,V1391,24554706185.21021
2038,V1391,24760156492.056747
2039,V1391,24962253430.52985
2040,V1391,25166183232.801884
2041,V1391,25369443040.554
2042,V1391,25557677544.21086
2043,V1391,25759138675.77331
2044,V1391,25957369817.28664
2045,V1391,26149312534.53607
2046,V1391,26345687182.508884
2047,V1391,26537855000.559475
2048,V1391,26719065823.93418
2049,V1391,26914044520.187267
2050,V1391,27104244526.980316
2051,V1391,27296269758.097946
2052,V1391,27482110691.873535
2053,V1391,27668468546.62798
2054,V1391,27855725099.07984
2055,V1391,28039860576.36763
2056,V1391,28225184688.86037
2057,V1391,28408750267.2741
2058,V1391,28590832684.05031
2059,V1391,28771301690.88131
2060,V1391,28932640127.24124
2061,V1391,29109798286.019478
2062,V1391,29284839481.22246
2063,V1391,29457737653.9753
2064,V1391,29629105992.85829
2014,V1392,19763625725
2015,V1392,19984647331.835712
2016,V1392,20213541243.180264
2017,V1392,20446571470.03664
2018,V1392,20696320299.95879
2019,V1392,20966269016.35026
2020,V1392,21248157527.55035
2021,V1392,21545284901.26135
2022,V1392,21855157759.092865
2023,V1392,22178317017.261044
2024,V1392,22519356454.17164
2025,V1392,22876109722.52704
2026,V1392,23249131766.572567
2027,V1392,23639233844.4897
2028,V1392,24046689571.068542
2029,V1392,24471646817.83468
2030,V1392,24916347681.822117
2031,V1392,25379210203.934326
2032,V1392,25855545279.328815
2033,V1392,26361357614.73105
2034,V1392,26889023946.09375
2035,V1392,27440426097.516136
2036,V1392,28014276946.09967
2037,V1392,28592052854.277798
2038,V1392,29204822040.20867
2039,V1392,29856701094.03721
2040,V1392,30526816127.189358
2041,V1392,31237906373.35439
2042,V1392,31974657765.019154
2043,V1392,32740846345.7107
2044,V1392,33549440741.943424
2045,V1392,34391050979.46447
2046,V1392,35271049548.329956
2047,V1392,36190663244.19541
2048,V1392,37149892323.427055
2049,V1392,38147402159.51789
2050,V1392,39196247994.43734
2051,V1392,40291838901.958824
2052,V1392,41430382539.36942
2053,V1392,42627438415.13034
2054,V1392,43870050219.72597
2055,V1392,45177987720.51884
2056,V1392,46545119725.59497
2057,V1392,47970805946.666214
2058,V1392,49467813694.07068
2059,V1392,51034138257.76392
2060,V1392,52672644039.54124
2061,V1392,54388350167.78423
2062,V1392,56187789716.538475
2063,V1392,58039549775.244446
2064,V1392,60006308041.7924
2014,V1393,19763625725
2015,V1393,19982098230.870937
2016,V1393,20209718616.100136
2017,V1393,20444989356.973537
2018,V1393,20686537146.68147
2019,V1393,20943288107.38533
2020,V1393,21210540778.957516
2021,V1393,21473241403.493614
2022,V1393,21755981857.599358
2023,V1393,22050266407.480724
2024,V1393,22361612144.382374
2025,V1393,22684837715.66018
2026,V1393,23018813332.235535
2027,V1393,23365717320.71943
2028,V1393,23724062559.09186
2029,V1393,24096656542.112564
2030,V1393,24483559105.774845
2031,V1393,24887291407.62751
2032,V1393,25306023968.394253
2033,V1393,25740302995.45849
2034,V1393,26187220454.147167
2035,V1393,26649140193.01995
2036,V1393,27133953173.33208
2037,V1393,27636772351.958992
2038,V1393,28158421460.485157
2039,V1393,28698211774.695072
2040,V1393,29256151317.96021
2041,V1393,29837915905.285877
2042,V1393,30441285199.19021
2043,V1393,31056154278.834038
2044,V1393,31705223461.574947
2045,V1393,32373344963.16247
2046,V1393,33072078336.07642
2047,V1393,33797435534.85798
2048,V1393,34550075918.21251
2049,V1393,35316386532.91177
2050,V1393,36098737109.84103
2051,V1393,36939596797.74966
2052,V1393,37812557692.64745
2053,V1393,38718371125.8166
2054,V1393,39659713188.934616
2055,V1393,40636937671.18583
2056,V1393,41652072508.606514
2057,V1393,42705416620.52507
2058,V1393,43797853006.27335
2059,V1393,44937067462.61302
2060,V1393,46113519883.02416
2061,V1393,47334513616.61141
2062,V1393,48613871055.146645
2063,V1393,49937274242.821434
2064,V1393,51320470362.76335
2014,V1394,19763625725
2015,V1394,19978638578.88011
2016,V1394,20198177347.22646
2017,V1394,20422061690.22443
2018,V1394,20652930805.789803
2019,V1394,20888680397.698807
2020,V1394,21131530717.473392
2021,V1394,21380989722.86316
2022,V1394,21637060148.49993
2023,V1394,21899630612.82342
2024,V1394,22168771413.45573
2025,V1394,22443156243.764374
2026,V1394,22724249368.41505
2027,V1394,23014163615.148373
2028,V1394,23311306436.02782
2029,V1394,23612584323.96534
2030,V1394,23924634025.273037
2031,V1394,24244622585.538647
2032,V1394,24573009537.76979
2033,V1394,24909435380.80658
2034,V1394,25254735359.978504
2035,V1394,25608261996.507908
2036,V1394,25971000101.796066
2037,V1394,26340752516.552467
2038,V1394,26722169047.498154
2039,V1394,27113574401.136856
2040,V1394,27514913321.519173
2041,V1394,27926569839.597168
2042,V1394,28348605003.750443
2043,V1394,28781195042.86336
2044,V1394,29224799013.800686
2045,V1394,29680390642.157074
2046,V1394,30147545469.729305
2047,V1394,30625859874.550026
2048,V1394,31115220208.673943
2049,V1394,31619350862.010036
2050,V1394,32136697965.922466
2051,V1394,32660566434.61296
2052,V1394,33201870236.950836
2053,V1394,33759712290.40185
2054,V1394,34332541998.91729
2055,V1394,34921661325.52479
2056,V1394,35522246190.986595
2057,V1394,36140072825.40511
2058,V1394,36775968520.20454
2059,V1394,37430110388.14357
2060,V1394,38101648817.21309
2061,V1394,38785427775.650795
2062,V1394,39493398304.240814
2063,V1394,40220134668.49894
2064,V1394,40966203764.880325
2014,V1395,19763625725
2015,V1395,19968511654.844067
2016,V1395,20182056539.755054
2017,V1395,20399253313.629803
2018,V1395,20618524619.455746
2019,V1395,20829130479.08995
2020,V1395,21054040194.190426
2021,V1395,21277695736.879494
2022,V1395,21508089880.84131
2023,V1395,21741192427.56836
2024,V1395,21977152433.632187
2025,V1395,22204288032.485672
2026,V1395,22445575281.08807
2027,V1395,22684173501.09054
2028,V1395,22931530645.153725
2029,V1395,23181809742.09491
2030,V1395,23435136177.155075
2031,V1395,23690097238.9409
2032,V1395,23949744127.467777
2033,V1395,24212349461.468304
2034,V1395,24478360385.143517
2035,V1395,24741731515.72762
2036,V1395,25013772988.86255
2037,V1395,25283659353.672684
2038,V1395,25559879684.333
2039,V1395,25840854970.335278
2040,V1395,26126706572.251328
2041,V1395,26415624047.39083
2042,V1395,26708170661.433975
2043,V1395,27001671349.520115
2044,V1395,27300067132.385956
2045,V1395,27603562697.08019
2046,V1395,27910686016.47816
2047,V1395,28221982855.71034
2048,V1395,28523045006.61033
2049,V1395,28833245466.72249
2050,V1395,29144876014.386906
2051,V1395,29471144870.059208
2052,V1395,29801390538.707203
2053,V1395,30135946620.29865
2054,V1395,30473786903.77841
2055,V1395,30810151343.34194
2056,V1395,31157383885.21045
2057,V1395,31506772584.88372
2058,V1395,31862260495.80343
2059,V1395,32220556898.73431
2060,V1395,32583914577.859035
2061,V1395,32944816070.989742
2062,V1395,33316975062.62848
2063,V1395,33695475323.47401
2064,V1395,34078707394.14534
2014,V1396,19763625725
2015,V1396,19970127531.864666
2016,V1396,20172805866.294872
2017,V1396,20361505346.824017
2018,V1396,20555878644.09427
2019,V1396,20747712903.84019
2020,V1396,20936120462.83908
2021,V1396,21120620757.798378
2022,V1396,21299557986.391865
2023,V1396,21474865464.537083
2024,V1396,21634672212.628086
2025,V1396,21801920200.50763
2026,V1396,21963722449.220646
2027,V1396,22115422018.764
2028,V1396,22246076741.27836
2029,V1396,22393660793.874836
2030,V1396,22535205394.30322
2031,V1396,22671832703.43882
2032,V1396,22803936136.38414
2033,V1396,22927717928.152294
2034,V1396,23048641248.710686
2035,V1396,23163711619.955788
2036,V1396,23259818387.65089
2037,V1396,23363571495.221462
2038,V1396,23461580409.614586
2039,V1396,23549558016.552814
2040,V1396,23635531378.45152
2041,V1396,23715252548.031048
2042,V1396,23782976746.41496
2043,V1396,23850397504.33934
2044,V1396,23909056401.98928
2045,V1396,23961234063.727375
2046,V1396,24009537639.380356
2047,V1396,24045853226.075497
2048,V1396,24066692789.38932
2049,V1396,24083227995.094696
2050,V1396,24090892199.703125
2051,V1396,24092965814.47538
2052,V1396,24102272913.942055
2053,V1396,24099078266.17403
2054,V1396,24090530600.5902
2055,V1396,24079982341.33944
2056,V1396,24062889672.33349
2057,V1396,24039268973.851418
2058,V1396,24006315292.783604
2059,V1396,23968233009.23723
2060,V1396,23925236744.48071
2061,V1396,23875942141.779865
2062,V1396,23804625663.518944
2063,V1396,23742251420.553917
2064,V1396,23673855722.27795
2014,V1397,19763625725
2015,V1397,19973046013.477417
2016,V1397,20187141139.88908
2017,V1397,20403673978.561707
2018,V1397,20622612144.992165
2019,V1397,20844067495.64756
2020,V1397,21067917165.500694
2021,V1397,21294116245.693417
2022,V1397,21521356480.18311
2023,V1397,21752742767.18413
2024,V1397,21976851173.907787
2025,V1397,22213130260.885654
2026,V1397,22452021845.595
2027,V1397,22693367658.170742
2028,V1397,22937388847.29352
2029,V1397,23183610123.923145
2030,V1397,23433160864.15299
2031,V1397,23685700263.16572
2032,V1397,23941049284.377193
2033,V1397,24198321883.295578
2034,V1397,24459354636.160206
2035,V1397,24719646803.15968
2036,V1397,24986412604.35389
2037,V1397,25247791228.731808
2038,V1397,25501748989.475582
2039,V1397,25776941945.225834
2040,V1397,26055390592.35294
2041,V1397,26336521397.824913
2042,V1397,26620478694.74545
2043,V1397,26907593982.93183
2044,V1397,27198726816.1638
2045,V1397,27491223207.6684
2046,V1397,27788576698.02697
2047,V1397,28089298274.625954
2048,V1397,28393444608.229214
2049,V1397,28700725113.222126
2050,V1397,29011678443.14716
2051,V1397,29314156344.66762
2052,V1397,29631734022.30124
2053,V1397,29945703289.128357
2054,V1397,30269377643.556866
2055,V1397,30597647667.404987
2056,V1397,30929718806.087807
2057,V1397,31265676796.048183
2058,V1397,31605308122.889427
2059,V1397,31948737863.596817
2060,V1397,32293538228.759552
2061,V1397,32626186802.98886
2062,V1397,32978434828.20849
2063,V1397,33337200720.507515
2064,V1397,33699957786.707676
2014,V1398,19763625725
2015,V1398,19990385893.987743
2016,V1398,20234045929.434296
2017,V1398,20488799271.764194
2018,V1398,20765633533.407364
2019,V1398,21066075826.599716
2020,V1398,21386682829.9813
2021,V1398,21728331871.349262
2022,V1398,22090121401.441654
2023,V1398,22476284380.998405
2024,V1398,22886164727.63709
2025,V1398,23320585780.28034
2026,V1398,23777645517.612556
2027,V1398,24262387861.377792
2028,V1398,24777745750.772156
2029,V1398,25316339132.602173
2030,V1398,25892072903.293102
2031,V1398,26500307945.35107
2032,V1398,27142096375.41874
2033,V1398,27820353489.3616
2034,V1398,28536519573.61187
2035,V1398,29291229969.346397
2036,V1398,30089243064.679276
2037,V1398,30931484996.778225
2038,V1398,31820938150.795784
2039,V1398,32757097393.37046
2040,V1398,33747856579.748383
2041,V1398,34791590373.686714
2042,V1398,35896611414.46022
2043,V1398,37045640314.723915
2044,V1398,38277847197.860146
2045,V1398,39576044988.641014
2046,V1398,40951661042.76684
2047,V1398,42387226297.48914
2048,V1398,43921337705.23443
2049,V1398,45543867461.07209
2050,V1398,47260058046.955826
2051,V1398,49079773000.59276
2052,V1398,51007035219.406395
2053,V1398,53036865550.84335
2054,V1398,55195087822.91539
2055,V1398,57486338755.11192
2056,V1398,59916615570.42869
2057,V1398,62481930261.85993
2058,V1398,65217207994.61044
2059,V1398,68083953715.40071
2060,V1398,71166814450.82127
2061,V1398,74442670464.86836
2062,V1398,77925087074.62692
2063,V1398,81629511504.59955
2064,V1398,85568006656.24687
2014,V1399,19763625725
2015,V1399,19980677852.87718
2016,V1399,20204551532.886227
2017,V1399,20439756398.304554
2018,V1399,20683801707.923
2019,V1399,20923855101.368465
2020,V1399,21185755280.941082
2021,V1399,21458130827.84582
2022,V1399,21729676611.42718
2023,V1399,22021863552.710922
2024,V1399,22316459695.698944
2025,V1399,22626323721.41795
2026,V1399,22951951896.176113
2027,V1399,23289291803.311672
2028,V1399,23638818119.797955
2029,V1399,24000483990.67592
2030,V1399,24375073692.16235
2031,V1399,24762505608.860565
2032,V1399,25163551319.670704
2033,V1399,25578600166.298313
2034,V1399,26009454776.745388
2035,V1399,26451337031.408066
2036,V1399,26908697167.894424
2037,V1399,27384260693.39022
2038,V1399,27870137273.818176
2039,V1399,28381985666.428722
2040,V1399,28903543646.465473
2041,V1399,29444987311.639763
2042,V1399,30004151518.25885
2043,V1399,30592269536.226566
2044,V1399,31188428321.80114
2045,V1399,31818421377.654755
2046,V1399,32471477621.666664
2047,V1399,33146177088.582497
2048,V1399,33846709397.32677
2049,V1399,34552092800.64937
2050,V1399,35301059589.60978
2051,V1399,36058323696.5564
2052,V1399,36861712895.267815
2053,V1399,37697080812.318214
2054,V1399,38562821209.25397
2055,V1399,39460615854.59899
2056,V1399,40376042908.061516
2057,V1399,41335715844.87398
2058,V1399,42333427093.08193
2059,V1399,43370678332.16134
2060,V1399,44431507130.623505
2061,V1399,45547180341.64465
2062,V1399,46703429679.65677
2063,V1399,47904960512.35954
2064,V1399,49151865130.892
2014,V1400,19763625725
2015,V1400,19984003644.2554
2016,V1400,20229431784.552727
2017,V1400,20495306297.47053
2018,V1400,20781375705.505318
2019,V1400,21088969543.935135
2020,V1400,21408132616.206875
2021,V1400,21760117332.581238
2022,V1400,22132999540.67048
2023,V1400,22532930758.276485
2024,V1400,22958254438.43988
2025,V1400,23410758703.69716
2026,V1400,23891265882.78386
2027,V1400,24400098561.490955
2028,V1400,24940661916.077213
2029,V1400,25507047647.54604
2030,V1400,26113831445.29014
2031,V1400,26751480343.424843
2032,V1400,27429602162.277397
2033,V1400,28149151985.761177
2034,V1400,28910963887.963398
2035,V1400,29716768858.591946
2036,V1400,30556643571.171375
2037,V1400,31458348385.324432
2038,V1400,32408046546.89262
2039,V1400,33408559506.50436
2040,V1400,34476482986.08651
2041,V1400,35603643149.69718
2042,V1400,36799527889.69671
2043,V1400,38066054949.384834
2044,V1400,39407274211.85885
2045,V1400,40827216149.12251
2046,V1400,42332337522.758446
2047,V1400,43925728532.3481
2048,V1400,45616102433.21444
2049,V1400,47408967402.37174
2050,V1400,49311043676.79452
2051,V1400,51330496027.15007
2052,V1400,53474230299.32932
2053,V1400,55751196499.6655
2054,V1400,58168668123.6399
2055,V1400,60739740414.92203
2056,V1400,63467165060.09617
2057,V1400,66377037209.5233
2058,V1400,69451469163.24223
2059,V1400,72742285731.34764
2060,V1400,76255550799.04672
2061,V1400,80000649394.8214
2062,V1400,83975616206.43556
2063,V1400,88237903392.51056
2064,V1400,92788446339.15488
2014,V1401,19763625725
2015,V1401,19975907568.102276
2016,V1401,20204075839.80397
2017,V1401,20432316880.214752
2018,V1401,20673104949.188026
2019,V1401,20934324526.962006
2020,V1401,21206571057.35023
2021,V1401,21490739506.08952
2022,V1401,21786811737.64507
2023,V1401,22095389507.57445
2024,V1401,22416274760.40088
2025,V1401,22744381021.37832
2026,V1401,23092771889.138515
2027,V1401,23452119940.873337
2028,V1401,23813882057.74704
2029,V1401,24205691525.52235
2030,V1401,24610645695.93506
2031,V1401,25033874060.098225
2032,V1401,25474783444.254982
2033,V1401,25932450317.66529
2034,V1401,26393342075.40773
2035,V1401,26888241265.153404
2036,V1401,27397601735.29421
2037,V1401,27923264638.529377
2038,V1401,28462379001.50051
2039,V1401,29039135327.90974
2040,V1401,29635717047.739323
2041,V1401,30259526279.8113
2042,V1401,30908439678.97603
2043,V1401,31572920937.755478
2044,V1401,32256420603.147194
2045,V1401,32973615623.12994
2046,V1401,33731040869.302856
2047,V1401,34515145897.31959
2048,V1401,35334627006.458984
2049,V1401,36186582213.667015
2050,V1401,37073366313.499535
2051,V1401,37993185091.64033
2052,V1401,38952311725.56826
2053,V1401,39928083752.50287
2054,V1401,40967076421.69166
2055,V1401,42040296568.19697
2056,V1401,43164093028.825264
2057,V1401,44337654333.669586
2058,V1401,45559932639.3652
2059,V1401,46831446801.59896
2060,V1401,48158560956.643486
2061,V1401,49539661310.20126
2062,V1401,50974702607.160095
2063,V1401,52477491001.50658
2064,V1401,54040277753.718544
2014,V1402,19763625725
2015,V1402,19975766454.938526
2016,V1402,20191680771.07462
2017,V1402,20408289091.53752
2018,V1402,20625444047.915283
2019,V1402,20851771143.85594
2020,V1402,21072782629.494072
2021,V1402,21305457084.427406
2022,V1402,21541621816.19371
2023,V1402,21775522922.19618
2024,V1402,22019831444.579166
2025,V1402,22268376906.39549
2026,V1402,22520404868.50485
2027,V1402,22776668353.856224
2028,V1402,23034922337.93452
2029,V1402,23297738987.228428
2030,V1402,23566693239.55752
2031,V1402,23839790919.92473
2032,V1402,24117302087.1782
2033,V1402,24399433120.33495
2034,V1402,24686119656.02008
2035,V1402,24977118533.560867
2036,V1402,25272931399.412144
2037,V1402,25564369848.17923
2038,V1402,25867585359.93341
2039,V1402,26178167009.831196
2040,V1402,26493136234.5494
2041,V1402,26813544016.43864
2042,V1402,27139452516.247032
2043,V1402,27455594392.8909
2044,V1402,27792083642.07895
2045,V1402,28134214109.396816
2046,V1402,28482063986.092445
2047,V1402,28835603428.095417
2048,V1402,29194925654.252052
2049,V1402,29560284045.59834
2050,V1402,29919040554.591736
2051,V1402,30295963321.35218
2052,V1402,30679806529.344822
2053,V1402,31066923042.14233
2054,V1402,31463432487.002285
2055,V1402,31856781848.850185
2056,V1402,32265972601.903133
2057,V1402,32683128634.159595
2058,V1402,33088197871.823647
2059,V1402,33519237532.26348
2060,V1402,33957607649.024963
2061,V1402,34403703508.13446
2062,V1402,34848899770.58217
2063,V1402,35310285120.748276
2064,V1402,35773718931.03845
2014,V1403,19763625725
2015,V1403,19989309076.671932
2016,V1403,20230718058.577404
2017,V1403,20489907048.984188
2018,V1403,20766326451.21984
2019,V1403,21061520794.433544
2020,V1403,21371763354.540565
2021,V1403,21705105504.50288
2022,V1403,22059129895.66957
2023,V1403,22427940900.832367
2024,V1403,22825094919.83233
2025,V1403,23235279351.42898
2026,V1403,23667740698.411877
2027,V1403,24136450386.966324
2028,V1403,24631097994.937435
2029,V1403,25150448366.850994
2030,V1403,25700754176.792866
2031,V1403,26279490905.235622
2032,V1403,26891406062.502995
2033,V1403,27535597872.94755
2034,V1403,28192534340.89528
2035,V1403,28908016173.253155
2036,V1403,29653567879.426125
2037,V1403,30432317037.74271
2038,V1403,31265393713.42262
2039,V1403,32146577388.057457
2040,V1403,33075139333.56335
2041,V1403,34033950110.27524
2042,V1403,35055367984.29879
2043,V1403,36140971259.423584
2044,V1403,37285688285.14588
2045,V1403,38488033855.05072
2046,V1403,39756958459.22775
2047,V1403,41099703047.735855
2048,V1403,42498670740.24982
2049,V1403,43982135543.739136
2050,V1403,45532536583.728935
2051,V1403,47196036711.48892
2052,V1403,48952569598.78845
2053,V1403,50810831918.892044
2054,V1403,52763323589.8556
2055,V1403,54834814046.178795
2056,V1403,57030972784.373886
2057,V1403,59315838263.04328
2058,V1403,61774034346.30151
2059,V1403,64377867196.662834
2060,V1403,67136401076.474106
2061,V1403,70058507127.65111
2062,V1403,73158390387.84209
2063,V1403,76443311633.03728
2064,V1403,79921205499.97787
2014,V1404,19763625725
2015,V1404,19965935528.97706
2016,V1404,20172327268.895832
2017,V1404,20383469474.478836
2018,V1404,20595165332.560627
2019,V1404,20807139165.747017
2020,V1404,21019733713.33875
2021,V1404,21232299139.530457
2022,V1404,21445140789.963863
2023,V1404,21658840900.28397
2024,V1404,21872668134.760185
2025,V1404,22086947833.372658
2026,V1404,22296364947.604378
2027,V1404,22510257013.938507
2028,V1404,22725100971.50323
2029,V1404,22940083380.77781
2030,V1404,23151808913.967495
2031,V1404,23362932820.01326
2032,V1404,23574416773.55156
2033,V1404,23787459054.969177
2034,V1404,24002484194.30826
2035,V1404,24205295450.885353
2036,V1404,24418128375.0748
2037,V1404,24631436628.846054
2038,V1404,24845536741.43651
2039,V1404,25059272384.876778
2040,V1404,25273143158.988995
2041,V1404,25484748397.326305
2042,V1404,25691326050.04042
2043,V1404,25901401201.57537
2044,V1404,26107176851.742958
2045,V1404,26307316853.220413
2046,V1404,26518558288.166553
2047,V1404,26729204328.102497
2048,V1404,26938333492.873253
2049,V1404,27147742860.37589
2050,V1404,27356566916.239376
2051,V1404,27564607443.08501
2052,V1404,27770080632.948322
2053,V1404,27976542435.511932
2054,V1404,28182275347.900635
2055,V1404,28386351640.031048
2056,V1404,28588453775.95882
2057,V1404,28791430028.59476
2058,V1404,28993548363.594116
2059,V1404,29188818196.854076
2060,V1404,29388706826.943523
2061,V1404,29575890284.916424
2062,V1404,29769051318.15661
2063,V1404,29954563682.60634
2064,V1404,30149482203.338337
2014,V1405,19763625725
2015,V1405,19969126412.280064
2016,V1405,20170309298.073772
2017,V1405,20366893916.04159
2018,V1405,20552488942.182083
2019,V1405,20738184688.555286
2020,V1405,20920575465.010796
2021,V1405,21094154474.618683
2022,V1405,21261635976.956013
2023,V1405,21427798169.081238
2024,V1405,21588722231.086872
2025,V1405,21743866717.856396
2026,V1405,21893137275.447456
2027,V1405,22035876629.455227
2028,V1405,22160153828.843624
2029,V1405,22290986937.634575
2030,V1405,22415004791.22409
2031,V1405,22532868848.80541
2032,V1405,22643330437.04824
2033,V1405,22747922603.712425
2034,V1405,22844893093.42648
2035,V1405,22935591488.330566
2036,V1405,23018433603.072697
2037,V1405,23094513755.79616
2038,V1405,23163827391.58988
2039,V1405,23218206089.299812
2040,V1405,23272946812.210693
2041,V1405,23320420552.911182
2042,V1405,23357522077.942333
2043,V1405,23377255201.268948
2044,V1405,23391751864.361835
2045,V1405,23408937379.00152
2046,V1405,23405415414.115032
2047,V1405,23407329700.33977
2048,V1405,23399339040.972458
2049,V1405,23380907840.977383
2050,V1405,23361093571.90863
2051,V1405,23333853238.563576
2052,V1405,23299226042.152565
2053,V1405,23257094365.511166
2054,V1405,23207309034.049778
2055,V1405,23148786191.863262
2056,V1405,23084507486.44703
2057,V1405,23008792487.386505
2058,V1405,22929500591.65516
2059,V1405,22843558480.400795
2060,V1405,22750928118.18893
2061,V1405,22645737848.402603
2062,V1405,22531278499.53497
2063,V1405,22413811420.584557
2064,V1405,22293319417.664474
2014,V1406,19763625725
2015,V1406,19970591809.505096
2016,V1406,20177794086.387985
2017,V1406,20384646577.404903
2018,V1406,20605710054.545788
2019,V1406,20829942620.349262
2020,V1406,21056499470.838818
2021,V1406,21285473586.654324
2022,V1406,21507657146.654716
2023,V1406,21744659903.0772
2024,V1406,21984032116.261967
2025,V1406,22216983990.769745
2026,V1406,22463859953.61415
2027,V1406,22712023236.944798
2028,V1406,22965758631.39781
2029,V1406,23223073336.120888
2030,V1406,23484014679.496624
2031,V1406,23738119811.3943
2032,V1406,24005747821.58464
2033,V1406,24275721998.003983
2034,V1406,24549743533.277103
2035,V1406,24827816084.901
2036,V1406,25110940743.296753
2037,V1406,25392336330.16204
2038,V1406,25679866329.952663
2039,V1406,25976414417.151634
2040,V1406,26276924471.97
2041,V1406,26576291742.046448
2042,V1406,26884765884.31228
2043,V1406,27198447995.515762
2044,V1406,27516721142.830536
2045,V1406,27839859992.03128
2046,V1406,28167516983.019394
2047,V1406,28498633676.855633
2048,V1406,28836041100.045784
2049,V1406,29164122956.828938
2050,V1406,29503763815.298714
2051,V1406,29855228855.989063
2052,V1406,30212395355.187122
2053,V1406,30574710972.181602
2054,V1406,30942670480.153896
2055,V1406,31307937803.470245
2056,V1406,31686172192.3007
2057,V1406,32070429143.889168
2058,V1406,32446851210.704567
2059,V1406,32842484079.554996
2060,V1406,33242129215.929317
2061,V1406,33649808685.603218
2062,V1406,34053509637.146957
2063,V1406,34466062894.31784
2064,V1406,34892145791.452515
2014,V1407,19763625725
2015,V1407,19969967097.29193
2016,V1407,20188683960.25023
2017,V1407,20411633893.95534
2018,V1407,20638669759.748753
2019,V1407,20864603097.369186
2020,V1407,21103065690.736797
2021,V1407,21345558877.51736
2022,V1407,21589068628.7184
2023,V1407,21843187633.931595
2024,V1407,22101899276.99535
2025,V1407,22367968123.719173
2026,V1407,22639103565.252563
2027,V1407,22912148042.56376
2028,V1407,23193670914.176464
2029,V1407,23484057302.032875
2030,V1407,23780306673.924507
2031,V1407,24072993374.426777
2032,V1407,24382313802.570328
2033,V1407,24689101484.43306
2034,V1407,25012919284.92354
2035,V1407,25344257402.929295
2036,V1407,25681185009.711426
2037,V1407,26026990948.106026
2038,V1407,26370695506.975708
2039,V1407,26730713920.40866
2040,V1407,27101002508.06556
2041,V1407,27478591184.836143
2042,V1407,27860961884.19678
2043,V1407,28239758773.03923
2044,V1407,28640115350.41481
2045,V1407,29053701343.7482
2046,V1407,29476196659.96106
2047,V1407,29909072651.82712
2048,V1407,30351177932.185036
2049,V1407,30804506984.685116
2050,V1407,31266119794.263775
2051,V1407,31740458853.09029
2052,V1407,32225783656.34984
2053,V1407,32722631648.730534
2054,V1407,33230814213.13675
2055,V1407,33746282859.400143
2056,V1407,34275251439.180576
2057,V1407,34806928871.08256
2058,V1407,35364194197.81632
2059,V1407,35934781503.23573
2060,V1407,36518785779.910645
2061,V1407,37115252509.501686
2062,V1407,37727445905.86477
2063,V1407,38353997978.42804
2064,V1407,38996123940.43417
2014,V1408,19763625725
2015,V1408,19979805935.551563
2016,V1408,20202935562.24354
2017,V1408,20426372600.829784
2018,V1408,20663590062.21177
2019,V1408,20902607237.301476
2020,V1408,21154469241.965874
2021,V1408,21411805697.504574
2022,V1408,21675173252.979286
