years,sim_number,value
2055,V246,39427593021.011795
2056,V246,40341525014.59705
2057,V246,41294791858.1038
2058,V246,42286882518.57809
2059,V246,43315430180.32896
2060,V246,44381776627.72024
2061,V246,45488781035.696304
2062,V246,46628734888.03049
2063,V246,47794484002.34696
2064,V246,49007339160.04869
2014,V247,19763625725
2015,V247,19963086969.58472
2016,V247,20171129996.079556
2017,V247,20377893696.69351
2018,V247,20584787746.358116
2019,V247,20789902628.133156
2020,V247,20994859256.08637
2021,V247,21190834654.06376
2022,V247,21384496470.661243
2023,V247,21586312447.117935
2024,V247,21776384583.85851
2025,V247,21968139636.760315
2026,V247,22163208256.13353
2027,V247,22347619481.68818
2028,V247,22539604192.760807
2029,V247,22728112323.238224
2030,V247,22916783308.236065
2031,V247,23106923200.49391
2032,V247,23295407461.64233
2033,V247,23480332301.459007
2034,V247,23665239581.34078
2035,V247,23846304190.348915
2036,V247,24027036318.76017
2037,V247,24202890811.461178
2038,V247,24373830118.686394
2039,V247,24545926719.12944
2040,V247,24717936605.734978
2041,V247,24887961799.539276
2042,V247,25055528889.375515
2043,V247,25220415842.74245
2044,V247,25382067356.028896
2045,V247,25542221274.798073
2046,V247,25698543181.24098
2047,V247,25839386115.049755
2048,V247,25991391770.18835
2049,V247,26140015652.117638
2050,V247,26281609241.90688
2051,V247,26424785835.162457
2052,V247,26565066225.047325
2053,V247,26693184697.0957
2054,V247,26827027829.070633
2055,V247,26956088086.679493
2056,V247,27079866437.286655
2057,V247,27203969798.219402
2058,V247,27322017563.975418
2059,V247,27436153330.999
2060,V247,27549948228.498844
2061,V247,27660286040.444324
2062,V247,27767347786.148922
2063,V247,27871184419.435688
2064,V247,27969278159.841896
2014,V248,19763625725
2015,V248,19974335484.726818
2016,V248,20190042307.322323
2017,V248,20401570333.58241
2018,V248,20623840334.771458
2019,V248,20845083707.346527
2020,V248,21074026454.033897
2021,V248,21306544836.07552
2022,V248,21540309052.841
2023,V248,21779699585.340073
2024,V248,22022802098.135605
2025,V248,22262868116.144104
2026,V248,22513374472.75839
2027,V248,22767528296.083656
2028,V248,23022985904.5713
2029,V248,23284332465.243668
2030,V248,23550554125.92089
2031,V248,23820866588.172714
2032,V248,24095340658.01362
2033,V248,24373906401.423862
2034,V248,24655341592.608135
2035,V248,24942657960.779396
2036,V248,25228381581.94485
2037,V248,25516694947.029137
2038,V248,25811018675.352127
2039,V248,26114540734.83772
2040,V248,26421895805.695667
2041,V248,26734555395.20233
2042,V248,27054114388.329456
2043,V248,27377969596.08749
2044,V248,27706873593.148445
2045,V248,28022694177.86707
2046,V248,28355042261.24366
2047,V248,28698989315.76212
2048,V248,29024746841.517685
2049,V248,29381117514.533928
2050,V248,29726439790.059002
2051,V248,30093881701.39439
2052,V248,30461351594.235706
2053,V248,30840628842.20513
2054,V248,31225751342.091537
2055,V248,31617008393.930614
2056,V248,31995035338.762833
2057,V248,32397862089.517197
2058,V248,32807850793.02489
2059,V248,33225194495.05597
2060,V248,33649284099.02883
2061,V248,34080187939.373318
2062,V248,34503428687.69634
2063,V248,34948255103.05118
2064,V248,35393779751.42264
2014,V249,19763625725
2015,V249,19978617395.39829
2016,V249,20201341312.47932
2017,V249,20434646139.54758
2018,V249,20675199526.148525
2019,V249,20926178598.435703
2020,V249,21177000780.136658
2021,V249,21447133672.916294
2022,V249,21725443238.739223
2023,V249,22012707562.11166
2024,V249,22312425636.703384
2025,V249,22620001558.28847
2026,V249,22940156301.26137
2027,V249,23272806078.30805
2028,V249,23615587223.875095
2029,V249,23963382829.050804
2030,V249,24332283666.15157
2031,V249,24713875077.041527
2032,V249,25106301361.74068
2033,V249,25511821780.545635
2034,V249,25934084852.559425
2035,V249,26371066731.07069
2036,V249,26823037774.557602
2037,V249,27290789021.698006
2038,V249,27764623088.17221
2039,V249,28264795075.612705
2040,V249,28775444280.979137
2041,V249,29296545005.21206
2042,V249,29842268117.813946
2043,V249,30402290436.325916
2044,V249,30993964173.91074
2045,V249,31603476740.38011
2046,V249,32237512070.848648
2047,V249,32889219864.809937
2048,V249,33565928611.028748
2049,V249,34268651851.113453
2050,V249,34982578461.00588
2051,V249,35734419238.74699
2052,V249,36513974821.92764
2053,V249,37313403521.8027
2054,V249,38146433982.1054
2055,V249,39012150723.39238
2056,V249,39906801489.3027
2057,V249,40835371280.583725
2058,V249,41791617784.8671
2059,V249,42788866243.27716
2060,V249,43822231028.30242
2061,V249,44890513939.14055
2062,V249,46001043491.633286
2063,V249,47151661346.700966
2064,V249,48345665936.66844
2014,V250,19763625725
2015,V250,19984129394.56162
2016,V250,20216583096.256657
2017,V250,20463347400.83358
2018,V250,20723158945.597538
2019,V250,20995418867.75578
2020,V250,21281990960.987595
2021,V250,21581364102.514835
2022,V250,21896627869.00161
2023,V250,22224383950.73663
2024,V250,22572305136.07635
2025,V250,22937073993.906868
2026,V250,23314250705.31839
2027,V250,23714134030.34655
2028,V250,24131761204.817562
2029,V250,24569295966.854294
2030,V250,25027178293.355804
2031,V250,25505977990.419
2032,V250,26003733490.416103
2033,V250,26525726250.374775
2034,V250,27072513137.266724
2035,V250,27644010962.041058
2036,V250,28239221923.15317
2037,V250,28862863329.45883
2038,V250,29515107918.26768
2039,V250,30187136514.20043
2040,V250,30899181887.679306
2041,V250,31642965897.10851
2042,V250,32420397118.63814
2043,V250,33225286703.483128
2044,V250,34073759941.425877
2045,V250,34961275383.84911
2046,V250,35889474903.61975
2047,V250,36853932680.87597
2048,V250,37867778472.06073
2049,V250,38929426294.313484
2050,V250,40034849137.33558
2051,V250,41196993623.45523
2052,V250,42412694937.60172
2053,V250,43685535703.15477
2054,V250,45018611984.885544
2055,V250,46413220912.70849
2056,V250,47875087130.68191
2057,V250,49406690010.53932
2058,V250,51004409113.57701
2059,V250,52686898414.63657
2060,V250,54420046032.95337
2061,V250,56268362880.35706
2062,V250,58204529395.84707
2063,V250,60232928041.150925
2064,V250,62368960909.398674
2014,V251,19763625725
2015,V251,19985505082.28895
2016,V251,20212628734.327724
2017,V251,20462941624.380196
2018,V251,20729974585.07444
2019,V251,21011179673.410564
2020,V251,21309090141.702507
2021,V251,21624089101.149876
2022,V251,21955428789.488586
2023,V251,22305376728.094913
2024,V251,22674320496.69316
2025,V251,23062504928.255726
2026,V251,23470517158.02818
2027,V251,23898909071.79467
2028,V251,24347553232.18411
2029,V251,24814176074.0204
2030,V251,25305470044.89872
2031,V251,25827088253.62391
2032,V251,26367732654.944782
2033,V251,26941723930.08938
2034,V251,27540811677.75884
2035,V251,28170072434.62848
2036,V251,28829176685.908493
2037,V251,29519798833.46298
2038,V251,30248321379.247757
2039,V251,31011749290.22503
2040,V251,31808027016.468513
2041,V251,32648311904.089966
2042,V251,33530264461.695793
2043,V251,34451175733.365005
2044,V251,35419113351.430214
2045,V251,36436955722.73164
2046,V251,37506011841.89313
2047,V251,38628304140.873436
2048,V251,39806037935.27514
2049,V251,41043232766.12728
2050,V251,42342686676.30054
2051,V251,43706376842.399605
2052,V251,45136557704.62769
2053,V251,46644752797.75999
2054,V251,48230442185.714645
2055,V251,49896187932.505905
2056,V251,51649830795.35617
2057,V251,53495730468.34564
2058,V251,55438123566.20388
2059,V251,57483890996.92649
2060,V251,59638077029.89283
2061,V251,61908425943.656746
2062,V251,64299473786.789734
2063,V251,66811783700.997635
2064,V251,69466413584.9432
2014,V252,19763625725
2015,V252,19982243100.79834
2016,V252,20210001285.438984
2017,V252,20448313513.138706
2018,V252,20696821262.269585
2019,V252,20955779759.802036
2020,V252,21225208401.10286
2021,V252,21505835402.57114
2022,V252,21795991529.59734
2023,V252,22096571688.464066
2024,V252,22412591687.866478
2025,V252,22740913613.136574
2026,V252,23082429263.501858
2027,V252,23436972449.22659
2028,V252,23805720023.218647
2029,V252,24188544912.56406
2030,V252,24586101754.923138
2031,V252,24992839069.44988
2032,V252,25420099697.714535
2033,V252,25859459340.54399
2034,V252,26319730763.23247
2035,V252,26799783314.64723
2036,V252,27298177698.175915
2037,V252,27815562773.560333
2038,V252,28351370751.183384
2039,V252,28904144770.61482
2040,V252,29482919771.10089
2041,V252,30081177165.306675
2042,V252,30702780718.57788
2043,V252,31349992314.03592
2044,V252,32020293119.45803
2045,V252,32718042686.021282
2046,V252,33443298578.747326
2047,V252,34194606789.50943
2048,V252,34976894613.59973
2049,V252,35769057935.26986
2050,V252,36613152603.78224
2051,V252,37490574475.27116
2052,V252,38388143931.25848
2053,V252,39335145039.95272
2054,V252,40314827802.596405
2055,V252,41337889653.38756
2056,V252,42402024641.67729
2057,V252,43504314399.56526
2058,V252,44654164246.59836
2059,V252,45852243181.62711
2060,V252,47098879796.82778
2061,V252,48395271417.37767
2062,V252,49744990705.47304
2063,V252,51150299534.691574
2064,V252,52613813715.74819
2014,V253,19763625725
2015,V253,19977175865.038757
2016,V253,20204406136.069008
2017,V253,20442294062.83914
2018,V253,20690150240.78801
2019,V253,20947471240.096245
2020,V253,21215208715.369404
2021,V253,21494533939.180115
2022,V253,21776180922.97287
2023,V253,22078385159.734303
2024,V253,22392140877.20165
2025,V253,22717724296.823296
2026,V253,23056738188.874985
2027,V253,23409049683.53247
2028,V253,23770781452.534637
2029,V253,24150672381.904125
2030,V253,24545008220.55198
2031,V253,24952492290.482998
2032,V253,25377158684.807903
2033,V253,25818152229.822376
2034,V253,26269856744.165894
2035,V253,26739258221.4217
2036,V253,27232041810.739864
2037,V253,27738678605.665
2038,V253,28269476945.387527
2039,V253,28820094911.914997
2040,V253,29375396748.82964
2041,V253,29968164793.72608
2042,V253,30583449822.86188
2043,V253,31221671988.407604
2044,V253,31866233917.75979
2045,V253,32547441781.43754
2046,V253,33261592963.436584
2047,V253,33990375973.873447
2048,V253,34758509259.24265
2049,V253,35557320972.51853
2050,V253,36384873553.49556
2051,V253,37246729767.695816
2052,V253,38141865314.75094
2053,V253,39072078196.09686
2054,V253,40017926281.54495
2055,V253,41011590171.291245
2056,V253,42050193625.80314
2057,V253,43130883687.66413
2058,V253,44252950333.38094
2059,V253,45412163790.16563
2060,V253,46629834687.23706
2061,V253,47878381340.37116
2062,V253,49195327198.96634
2063,V253,50567989104.45774
2064,V253,51995914985.395386
2014,V254,19763625725
2015,V254,19976775826.48729
2016,V254,20186757674.481342
2017,V254,20399478202.945473
2018,V254,20624050267.77417
2019,V254,20852859432.53715
2020,V254,21085461007.802395
2021,V254,21319330817.314903
2022,V254,21560515964.28156
2023,V254,21796020958.197956
2024,V254,22040871161.46284
2025,V254,22281600206.933624
2026,V254,22540527167.927765
2027,V254,22804024534.02697
2028,V254,23071530408.107468
2029,V254,23342770908.94261
2030,V254,23621109704.791153
2031,V254,23904214093.384624
2032,V254,24192774397.559906
2033,V254,24480387067.857754
2034,V254,24778856068.807777
2035,V254,25083408496.498276
2036,V254,25381094365.45599
2037,V254,25693325953.20964
2038,V254,26015057362.439747
2039,V254,26340766782.990376
2040,V254,26674233766.90207
2041,V254,27014183464.003498
2042,V254,27360358806.12948
2043,V254,27713318754.99039
2044,V254,28072767019.683945
2045,V254,28439076178.9793
2046,V254,28812227872.63315
2047,V254,29192334401.70331
2048,V254,29579671634.650505
2049,V254,29974500897.219566
2050,V254,30370850001.45659
2051,V254,30780765558.313755
2052,V254,31189710435.053486
2053,V254,31614727517.947334
2054,V254,32048691016.18183
2055,V254,32491018548.301445
2056,V254,32939424823.057335
2057,V254,33398773419.79886
2058,V254,33865860369.957836
2059,V254,34328727493.887302
2060,V254,34815095778.21217
2061,V254,35311123981.71243
2062,V254,35808660863.545395
2063,V254,36323892657.93385
2064,V254,36849780004.27839
2014,V255,19763625725
2015,V255,19980850573.558758
2016,V255,20216345964.245567
2017,V255,20465161483.048527
2018,V255,20724809601.0116
2019,V255,20996972412.321163
2020,V255,21289864576.173725
2021,V255,21589091923.175232
2022,V255,21907710971.37803
2023,V255,22242336989.922943
2024,V255,22600706795.91953
2025,V255,22969536799.55732
2026,V255,23364139049.345398
2027,V255,23769152827.227726
2028,V255,24203176814.68506
2029,V255,24658477207.497196
2030,V255,25134378930.820686
2031,V255,25631883910.492897
2032,V255,26155399210.604782
2033,V255,26702878744.914085
2034,V255,27276172507.207336
2035,V255,27877539729.86559
2036,V255,28498793893.029514
2037,V255,29157652519.05354
2038,V255,29846335430.17718
2039,V255,30568545398.08081
2040,V255,31301928373.90076
2041,V255,32093338045.342022
2042,V255,32915333241.341183
2043,V255,33782544578.47132
2044,V255,34677964663.03103
2045,V255,35623042221.60866
2046,V255,36619405643.42901
2047,V255,37663748847.00363
2048,V255,38758109114.30887
2049,V255,39905153511.83304
2050,V255,41104583773.243164
2051,V255,42340966546.28556
2052,V255,43661974631.45804
2053,V255,45036031756.23311
2054,V255,46485748946.12977
2055,V255,48011983562.54995
2056,V255,49603015105.79825
2057,V255,51277361583.821594
2058,V255,53042070818.649345
2059,V255,54897537004.16829
2060,V255,56848026623.17987
2061,V255,58896171539.513405
2062,V255,61052216375.10027
2063,V255,63320154379.06601
2064,V255,65701554337.86749
2014,V256,19763625725
2015,V256,19982935520.31793
2016,V256,20213393433.49608
2017,V256,20454945428.82665
2018,V256,20707698842.46113
2019,V256,20972013850.62438
2020,V256,21248511662.280148
2021,V256,21537132771.243393
2022,V256,21831266833.793865
2023,V256,22144274016.850163
2024,V256,22471156615.410175
2025,V256,22813307078.410168
2026,V256,23161047048.440006
2027,V256,23523662353.51144
2028,V256,23910790337.49941
2029,V256,24313911617.463676
2030,V256,24733080338.24331
2031,V256,25170696326.183945
2032,V256,25609698694.561626
2033,V256,26083609572.774704
2034,V256,26570659001.26769
2035,V256,27081857806.246372
2036,V256,27616701924.08999
2037,V256,28172856615.13572
2038,V256,28752259042.496117
2039,V256,29352587213.7427
2040,V256,29980345685.2398
2041,V256,30633941865.255386
2042,V256,31308625687.62954
2043,V256,32015724051.106735
2044,V256,32752539227.910336
2045,V256,33511950486.426838
2046,V256,34310861563.71834
2047,V256,35143010234.85453
2048,V256,36009732731.70233
2049,V256,36905592878.097496
2050,V256,37844438135.888054
2051,V256,38824552780.037575
2052,V256,39845793894.399284
2053,V256,40879833768.90152
2054,V256,41989087529.73471
2055,V256,43145145450.18337
2056,V256,44345776661.71726
2057,V256,45598021858.63907
2058,V256,46909663077.78559
2059,V256,48244681889.802284
2060,V256,49672573676.409035
2061,V256,51160454399.81361
2062,V256,52702079292.00584
2063,V256,54324836158.41926
2064,V256,55961242882.193405
2014,V257,19763625725
2015,V257,19982991609.445034
2016,V257,20215491214.563457
2017,V257,20454423724.722202
2018,V257,20705003865.253952
2019,V257,20969666901.718285
2020,V257,21247050408.150852
2021,V257,21538854555.99768
2022,V257,21849938483.57756
2023,V257,22177511425.52828
2024,V257,22520454412.055485
2025,V257,22877918561.11866
2026,V257,23253729489.891396
2027,V257,23634710242.977238
2028,V257,24044973550.545723
2029,V257,24468418958.245407
2030,V257,24907985539.069004
2031,V257,25362640384.287228
2032,V257,25848451732.547203
2033,V257,26358963266.992035
2034,V257,26882637119.615993
2035,V257,27439248280.07884
2036,V257,28004397337.61404
2037,V257,28606848873.65309
2038,V257,29239209100.314
2039,V257,29898710744.38075
2040,V257,30574516750.538696
2041,V257,31294768376.979237
2042,V257,32046661801.15114
2043,V257,32821596048.53839
2044,V257,33638969357.249035
2045,V257,34491639382.73086
2046,V257,35367584360.44579
2047,V257,36285917621.46531
2048,V257,37255658520.21297
2049,V257,38274362496.44806
2050,V257,39339124128.660545
2051,V257,40430874823.49079
2052,V257,41594746755.553925
2053,V257,42811150719.30206
2054,V257,44084105703.06079
2055,V257,45405295824.508064
2056,V257,46791358852.52627
2057,V257,48232196178.364876
2058,V257,49737389925.46871
2059,V257,51334675406.57121
2060,V257,52999204987.787476
2061,V257,54747231932.087326
2062,V257,56569805470.612335
2063,V257,58486077265.81274
2064,V257,60496151860.03968
2014,V258,19763625725
2015,V258,19983748276.76661
2016,V258,20211836033.951412
2017,V258,20456232673.364155
2018,V258,20713034488.798218
2019,V258,20980013493.64189
2020,V258,21256591945.526066
2021,V258,21552227901.897457
2022,V258,21859076653.041
2023,V258,22183532963.18185
2024,V258,22522746853.504986
2025,V258,22877056305.804474
2026,V258,23235572048.87004
2027,V258,23622836616.369072
2028,V258,24027554068.97613
2029,V258,24441297671.65609
2030,V258,24882226295.697727
2031,V258,25342209166.358524
2032,V258,25821424570.924507
2033,V258,26322709507.832893
2034,V258,26843787322.829235
2035,V258,27387436720.513775
2036,V258,27954223711.547817
2037,V258,28548151294.29417
2038,V258,29160015280.443405
2039,V258,29806088889.0425
2040,V258,30464661664.90604
2041,V258,31158425014.136925
2042,V258,31876301271.05907
2043,V258,32621798371.805775
2044,V258,33418319493.256176
2045,V258,34250981543.62713
2046,V258,35120073136.61119
2047,V258,36026970584.917145
2048,V258,36973869453.44468
2049,V258,37962751301.82166
2050,V258,38984326405.67912
2051,V258,40062772556.61152
2052,V258,41189240451.46582
2053,V258,42366401442.52544
2054,V258,43595296565.39632
2055,V258,44871809254.70015
2056,V258,46207218763.32742
2057,V258,47612034605.28076
2058,V258,49080479418.40733
2059,V258,50617555535.74749
2060,V258,52226406942.12036
2061,V258,53910073505.49811
2062,V258,55671346068.29679
2063,V258,57516770998.881805
2064,V258,59447363029.78409
2014,V259,19763625725
2015,V259,19971268110.282017
2016,V259,20188029340.207363
2017,V259,20408812996.94413
2018,V259,20629411075.08002
2019,V259,20832742231.944344
2020,V259,21055148683.00379
2021,V259,21290453807.043167
2022,V259,21530064596.291832
2023,V259,21773700970.140564
2024,V259,22012572894.59902
2025,V259,22262050383.59195
2026,V259,22518986246.082127
2027,V259,22780378137.31971
2028,V259,23047320316.720757
2029,V259,23312829950.18942
2030,V259,23584419403.240456
2031,V259,23862979901.956436
2032,V259,24148509334.733738
2033,V259,24440186240.852467
2034,V259,24734565081.022785
2035,V259,25026178802.01417
2036,V259,25333562469.451767
2037,V259,25643112432.02203
2038,V259,25946572742.140057
2039,V259,26270859190.548946
2040,V259,26601253606.375328
2041,V259,26928745763.73418
2042,V259,27266805043.95285
2043,V259,27615284156.942253
2044,V259,27970517713.28098
2045,V259,28321897223.534042
2046,V259,28688079784.699135
2047,V259,29061073164.99711
2048,V259,29442785546.829205
2049,V259,29831850273.086136
2050,V259,30212839713.651596
2051,V259,30616369081.18451
2052,V259,31027689108.570557
2053,V259,31443239689.75947
2054,V259,31869999183.743557
2055,V259,32304988044.863724
2056,V259,32747801960.85442
2057,V259,33194954979.653988
2058,V259,33652402744.266346
2059,V259,34117627111.458534
2060,V259,34595138661.062065
2061,V259,35079581673.39482
2062,V259,35571855189.2518
2063,V259,36076528911.100494
2064,V259,36590652916.45277
2014,V260,19763625725
2015,V260,19977072130.265316
2016,V260,20194679484.936428
2017,V260,20415863332.417534
2018,V260,20635945482.733677
2019,V260,20866231557.738316
2020,V260,21100492656.12189
2021,V260,21339420269.68399
2022,V260,21581976196.448746
2023,V260,21830330706.11205
2024,V260,22083144999.262733
2025,V260,22340176464.44024
2026,V260,22603077186.28727
2027,V260,22864708268.78588
2028,V260,23131525754.191612
2029,V260,23408896253.188255
2030,V260,23687448045.109005
2031,V260,23974000336.321697
2032,V260,24264324140.747025
2033,V260,24564669927.28684
2034,V260,24870595209.67896
2035,V260,25180258082.62419
2036,V260,25489774903.673992
2037,V260,25812143983.996853
2038,V260,26142962550.31331
2039,V260,26478403410.419758
2040,V260,26822312760.0151
2041,V260,27172986241.41871
2042,V260,27530867006.852207
2043,V260,27889453072.97174
2044,V260,28261474561.9406
2045,V260,28631015459.752087
2046,V260,29018098243.70835
2047,V260,29411638580.642334
2048,V260,29811183438.471012
2049,V260,30214922172.43132
2050,V260,30633886058.466465
2051,V260,31060321641.371006
2052,V260,31478357423.62626
2053,V260,31912459697.588615
2054,V260,32363072515.26521
2055,V260,32823879761.860737
2056,V260,33296205000.20949
2057,V260,33777910708.190636
2058,V260,34269627987.152935
2059,V260,34763832254.355515
2060,V260,35273686724.71906
2061,V260,35782930900.95765
2062,V260,36316824635.317894
2063,V260,36861785202.14174
2064,V260,37397806518.685356
2014,V261,19763625725
2015,V261,19974156215.426586
2016,V261,20174861522.20277
2017,V261,20389383423.333336
2018,V261,20605526238.143284
2019,V261,20822950399.222725
2020,V261,21041857654.320713
2021,V261,21263046748.081413
2022,V261,21484941250.655914
2023,V261,21707778459.148613
2024,V261,21926484514.98768
2025,V261,22154310684.744377
2026,V261,22377369373.564095
2027,V261,22608609867.849518
2028,V261,22840053438.95068
2029,V261,23074525568.5748
2030,V261,23310756633.89304
2031,V261,23548134065.991768
2032,V261,23786109543.586796
2033,V261,24016538489.186653
2034,V261,24244872513.319168
2035,V261,24489065716.32633
2036,V261,24728766374.80233
2037,V261,24976538706.768776
2038,V261,25226298114.22057
2039,V261,25478051106.588123
2040,V261,25728199835.61694
2041,V261,25981288891.425602
2042,V261,26238051060.414383
2043,V261,26496312823.10057
2044,V261,26740483255.160976
2045,V261,26994725625.48957
2046,V261,27258301890.30332
2047,V261,27520630409.972515
2048,V261,27785472240.09669
2049,V261,28036321821.868366
2050,V261,28306782913.332848
2051,V261,28577556384.819057
2052,V261,28851478051.36703
2053,V261,29126263630.65094
2054,V261,29401691739.181286
2055,V261,29675396144.633137
2056,V261,29947370005.375874
2057,V261,30228793827.358906
2058,V261,30512974158.866943
2059,V261,30797289345.645638
2060,V261,31075129584.960285
2061,V261,31364947904.697742
2062,V261,31640278623.556145
2063,V261,31933490448.02584
2064,V261,32228471133.751915
2014,V262,19763625725
2015,V262,19977126962.588753
2016,V262,20199535824.034595
2017,V262,20428372117.65218
2018,V262,20668777884.93575
2019,V262,20917342160.37138
2020,V262,21174217592.446663
2021,V262,21438285257.420845
2022,V262,21712872477.2685
2023,V262,21996850478.083256
2024,V262,22288850665.679764
2025,V262,22591792342.23992
2026,V262,22904180049.1187
2027,V262,23227675258.168892
2028,V262,23560172659.007515
2029,V262,23905281885.09088
2030,V262,24261687100.81641
2031,V262,24629917115.21101
2032,V262,25009990933.110783
2033,V262,25398989774.538857
2034,V262,25804450133.974026
2035,V262,26222158924.041767
2036,V262,26654207098.742226
2037,V262,27100192942.908157
2038,V262,27560863280.225716
2039,V262,28026094628.15981
2040,V262,28500223501.078373
2041,V262,29004475027.597107
2042,V262,29521206168.655582
2043,V262,30061850658.27337
2044,V262,30618061007.446026
2045,V262,31183041708.327404
2046,V262,31761325929.323853
2047,V262,32376085848.123745
2048,V262,33010703411.11269
2049,V262,33667441652.82508
2050,V262,34345863437.803173
2051,V262,35046051000.636024
2052,V262,35770530139.885216
2053,V262,36519381869.46096
2054,V262,37293429956.64613
2055,V262,38093560394.576225
2056,V262,38914250857.46393
2057,V262,39769364688.11091
2058,V262,40649861152.36315
2059,V262,41565109686.43101
2060,V262,42508529184.91799
2061,V262,43468048807.419334
2062,V262,44473123077.338615
2063,V262,45519058326.06968
2064,V262,46603188313.61233
2014,V263,19763625725
2015,V263,19979579712.675564
2016,V263,20202376803.7251
2017,V263,20423104466.44797
2018,V263,20654456015.888103
2019,V263,20894463352.226295
2020,V263,21145451308.311947
2021,V263,21390177963.551662
2022,V263,21656635308.830257
2023,V263,21931246868.131847
2024,V263,22213144182.175247
2025,V263,22504477742.776825
2026,V263,22777358201.44808
2027,V263,23085474015.019207
2028,V263,23403235433.97834
2029,V263,23728823650.910286
2030,V263,24064714997.451973
2031,V263,24411603607.949734
2032,V263,24762730132.11916
2033,V263,25129077904.18599
2034,V263,25507260294.342834
2035,V263,25895297856.43571
2036,V263,26295631173.921894
2037,V263,26707320731.362366
2038,V263,27132888946.622116
2039,V263,27571294238.48044
2040,V263,28007078712.94936
2041,V263,28471879804.615135
2042,V263,28950525956.4712
2043,V263,29442899703.242203
2044,V263,29950663205.592495
2045,V263,30473523002.823277
2046,V263,30995320773.718464
2047,V263,31549232419.872414
2048,V263,32113149580.69563
2049,V263,32701818375.123753
2050,V263,33308418991.99238
2051,V263,33933049741.36727
2052,V263,34576830592.61656
2053,V263,35240660861.66714
2054,V263,35915933824.57606
2055,V263,36611283881.43743
2056,V263,37338060966.46798
2057,V263,38087313531.77792
2058,V263,38856518182.157654
2059,V263,39652929462.61227
2060,V263,40456713545.76802
2061,V263,41303395952.93996
2062,V263,42177456861.83232
2063,V263,43078902165.38231
2064,V263,44009029302.07058
2014,V264,19763625725
2015,V264,19969851607.43846
2016,V264,20167310615.941788
2017,V264,20370202066.73705
2018,V264,20562081976.757042
2019,V264,20759582096.09789
2020,V264,20954386942.428616
2021,V264,21146043060.85667
2022,V264,21335229722.765697
2023,V264,21521531134.667408
2024,V264,21702994445.870235
2025,V264,21882944818.316906
2026,V264,22057559940.0679
2027,V264,22229843549.367718
2028,V264,22386835041.778137
2029,V264,22552770848.733307
2030,V264,22706267788.575634
2031,V264,22864482354.388622
2032,V264,23008528646.36357
2033,V264,23158637640.55961
2034,V264,23304635723.84927
2035,V264,23446550582.030266
2036,V264,23574862226.71699
2037,V264,23708021265.559765
2038,V264,23827984853.071354
2039,V264,23951958384.394512
2040,V264,24061585171.52905
2041,V264,24173005802.90709
2042,V264,24282108362.7836
2043,V264,24386704793.070137
2044,V264,24483179905.179012
2045,V264,24578260902.993908
2046,V264,24657964039.821697
2047,V264,24740039470.508633
2048,V264,24819698441.861893
2049,V264,24893913882.19739
2050,V264,24963069926.28339
2051,V264,25019063982.761868
2052,V264,25068075080.7686
2053,V264,25120700991.94047
2054,V264,25155320593.750477
2055,V264,25194524050.685703
2056,V264,25231101349.989243
2057,V264,25262294188.24598
2058,V264,25287940894.87068
2059,V264,25307979071.741386
2060,V264,25306789589.500046
2061,V264,25312688007.853966
2062,V264,25314907055.26831
2063,V264,25312643592.55054
2064,V264,25304557926.096092
2014,V265,19763625725
2015,V265,19993084456.361862
2016,V265,20243444966.80027
2017,V265,20515102745.148018
2018,V265,20806623896.786686
2019,V265,21123353907.5653
2020,V265,21462305719.658577
2021,V265,21827486473.13024
2022,V265,22210971224.215614
2023,V265,22629025174.95783
2024,V265,23074339443.789536
2025,V265,23543975357.848034
2026,V265,24049365104.10648
2027,V265,24588348939.86064
2028,V265,25158563892.323196
2029,V265,25767985502.07518
2030,V265,26415163555.284435
2031,V265,27102440374.094868
2032,V265,27821048485.488533
2033,V265,28593252696.85254
2034,V265,29414552778.140453
2035,V265,30268283419.74038
2036,V265,31192004810.18676
2037,V265,32171790215.059277
2038,V265,33206903359.81227
2039,V265,34309729759.74725
2040,V265,35479640717.76457
2041,V265,36722085819.054375
2042,V265,38040500794.53689
2043,V265,39439310704.493805
2044,V265,40923457908.83791
2045,V265,42503724740.34496
2046,V265,44170841689.187065
2047,V265,45953459520.64556
2048,V265,47850204462.37918
2049,V265,49870559412.30349
2050,V265,52019525563.27842
2051,V265,54309101253.67946
2052,V265,56716877235.23294
2053,V265,59312971172.412674
2054,V265,62084364037.15377
2055,V265,65039885955.76326
2056,V265,68195094206.759125
2057,V265,71564528221.12823
2058,V265,75148103440.1849
2059,V265,78997306120.24533
2060,V265,83073244541.49751
2061,V265,87478234326.47849
2062,V265,92195038304.36568
2063,V265,97232927848.13847
2064,V265,102627423174.58357
2014,V266,19763625725
2015,V266,19984944410.176407
2016,V266,20220783140.73352
2017,V266,20474017928.924652
2018,V266,20743102352.488876
2019,V266,21027698844.2983
2020,V266,21327695809.622246
2021,V266,21646717740.82551
2022,V266,21983543945.718678
2023,V266,22338874231.624397
2024,V266,22713416288.323803
2025,V266,23105734545.44843
2026,V266,23521262012.915688
2027,V266,23955444377.497242
2028,V266,24414207181.839607
2029,V266,24897487142.315777
2030,V266,25405501520.96624
2031,V266,25938364080.168938
2032,V266,26492265386.70649
2033,V266,27080913512.242466
2034,V266,27698972363.113922
2035,V266,28347955818.042004
2036,V266,29028300820.382374
2037,V266,29731717591.60034
2038,V266,30482043257.005524
