years,sim_number,value
2047,V430,45706727201.396935
2048,V430,46120394031.58845
2049,V430,46557549490.765686
2050,V430,47005504587.04675
2051,V430,47354510755.74779
2052,V430,47817833214.391716
2053,V430,48290044245.43365
2054,V430,48769042806.527885
2055,V430,49249774004.20251
2056,V430,49741729335.29407
2057,V430,50238815101.25973
2058,V430,50741970598.85366
2059,V430,51251669322.956795
2060,V430,51766906283.21779
2061,V430,52287114292.07878
2062,V430,52811958659.18142
2063,V430,53339176678.918655
2064,V430,53872855743.24738
2014,V431,35960454585
2015,V431,36321300137.85376
2016,V431,36674068618.505585
2017,V431,37002409236.94286
2018,V431,37359206528.61636
2019,V431,37708468674.08824
2020,V431,37970881902.5107
2021,V431,38154956837.80798
2022,V431,38510305922.16567
2023,V431,38858625341.822266
2024,V431,39216597428.028046
2025,V431,39578032168.63759
2026,V431,39944249308.2753
2027,V431,40222566920.5026
2028,V431,40601029905.07028
2029,V431,40987180154.65389
2030,V431,41228145721.540024
2031,V431,41621028257.04338
2032,V431,42039693503.52204
2033,V431,42472560708.46608
2034,V431,42922185246.32534
2035,V431,43389917380.417076
2036,V431,43878742977.10621
2037,V431,44361717986.53042
2038,V431,44854339123.730865
2039,V431,45348841746.44945
2040,V431,45864465962.64596
2041,V431,46398564759.72265
2042,V431,46950347404.68054
2043,V431,47519740922.14628
2044,V431,47808864073.38067
2045,V431,48407657708.52521
2046,V431,49041671455.8339
2047,V431,49643019169.61141
2048,V431,50311784003.217964
2049,V431,50736017326.65377
2050,V431,51403245609.21751
2051,V431,52136712398.56332
2052,V431,52897125516.22027
2053,V431,53676034757.64411
2054,V431,54477032785.84234
2055,V431,55287050818.24582
2056,V431,56083320451.29086
2057,V431,56947593534.26491
2058,V431,57834098975.332115
2059,V431,58729385732.308334
2060,V431,59657664962.200676
2061,V431,60578652433.48566
2062,V431,61547955203.05944
2063,V431,62512375092.825676
2064,V431,63496447987.97528
2014,V432,35960454585
2015,V432,36307615027.49523
2016,V432,36639646853.94323
2017,V432,36956801076.37302
2018,V432,37257190701.64126
2019,V432,37541171311.905495
2020,V432,37598294661.38842
2021,V432,37837117891.365776
2022,V432,37895549867.352264
2023,V432,38114147619.69811
2024,V432,38308745411.96737
2025,V432,38493618194.27331
2026,V432,38538073181.091736
2027,V432,38690940619.51928
2028,V432,38826266701.964676
2029,V432,38939646237.82482
2030,V432,39044548336.28271
2031,V432,39131936350.30985
2032,V432,38899195194.80585
2033,V432,38961318027.67549
2034,V432,38733690937.39003
2035,V432,38773986610.60141
2036,V432,38801525312.26228
2037,V432,38816602828.991035
2038,V432,38792315723.11256
2039,V432,38738893230.91631
2040,V432,38670910215.69711
2041,V432,38585304953.27837
2042,V432,38483799799.88938
2043,V432,38366848548.31173
2044,V432,38232403216.90332
2045,V432,38081809822.018654
2046,V432,37915290334.35292
2047,V432,37724763640.35076
2048,V432,37523134615.0878
2049,V432,37215451272.260445
2050,V432,36981151091.808105
2051,V432,36717669487.038765
2052,V432,36448876583.36803
2053,V432,36163067081.33755
2054,V432,35856270450.83283
2055,V432,35525230633.74171
2056,V432,35136525116.59985
2057,V432,34786006634.12937
2058,V432,34418791723.93245
2059,V432,34036442542.23012
2060,V432,33638975394.82134
2061,V432,33228026402.612823
2062,V432,32798680628.354527
2063,V432,32349840627.457806
2064,V432,31903748953.28382
2014,V433,35960454585
2015,V433,36316567789.03213
2016,V433,36666922343.22412
2017,V433,37009270778.17021
2018,V433,37347752202.04766
2019,V433,37680512418.94336
2020,V433,38002764544.6461
2021,V433,38310822614.34397
2022,V433,38626601257.86444
2023,V433,38937335995.52264
2024,V433,39195517617.739914
2025,V433,39489964673.70232
2026,V433,39788683266.682365
2027,V433,40084652612.21788
2028,V433,40378726009.917244
2029,V433,40670747458.719635
2030,V433,40962521189.26037
2031,V433,41250930774.448715
2032,V433,41544870385.01592
2033,V433,41842698046.59872
2034,V433,42071663124.90644
2035,V433,42357390825.62347
2036,V433,42576058872.69673
2037,V433,42849448494.295105
2038,V433,43123208850.53468
2039,V433,43399552099.73854
2040,V433,43668842595.149025
2041,V433,43944690143.112885
2042,V433,44220774560.51413
2043,V433,44494999537.02005
2044,V433,44768892634.72241
2045,V433,45037477309.04695
2046,V433,45304897206.09438
2047,V433,45568288679.49888
2048,V433,45832579681.31519
2049,V433,46092319322.823166
2050,V433,46349640863.57975
2051,V433,46594284717.197586
2052,V433,46842391759.652664
2053,V433,47081329399.83358
2054,V433,47313307359.88585
2055,V433,47536146493.72353
2056,V433,47745385742.01523
2057,V433,47936219335.00815
2058,V433,48127987092.3995
2059,V433,48179421066.468506
2060,V433,48357701510.01668
2061,V433,48525787155.15746
2062,V433,48681482757.00026
2063,V433,48824818431.71094
2064,V433,48961325847.91831
2014,V434,35960454585
2015,V434,36315196372.51431
2016,V434,36662736579.130615
2017,V434,37002747756.085915
2018,V434,37335055585.1249
2019,V434,37655746018.31933
2020,V434,37945718801.42036
2021,V434,38254937814.686745
2022,V434,38556181878.68242
2023,V434,38845930474.01724
2024,V434,39133201149.0461
2025,V434,39412167165.947075
2026,V434,39677231078.678505
2027,V434,39933518515.49909
2028,V434,40194085145.646675
2029,V434,40451692439.71551
2030,V434,40705017893.13956
2031,V434,40955136287.488525
2032,V434,41202346359.12784
2033,V434,41442714801.10056
2034,V434,41681930048.8557
2035,V434,41713476672.94012
2036,V434,41959759244.83337
2037,V434,42188841419.14128
2038,V434,42401002156.230705
2039,V434,42497112607.494415
2040,V434,42669184690.293045
2041,V434,42543784834.54163
2042,V434,42695214002.12737
2043,V434,42831091431.42325
2044,V434,42739276161.34331
2045,V434,42853266597.147125
2046,V434,42959171773.17244
2047,V434,43057526455.072525
2048,V434,43148449169.9255
2049,V434,43127141685.65298
2050,V434,43196743222.91272
2051,V434,43272625899.26756
2052,V434,43338616350.62463
2053,V434,43397881078.974014
2054,V434,43447888776.22026
2055,V434,43481843782.81404
2056,V434,43364538006.34193
2057,V434,43371762271.84317
2058,V434,43340088214.21768
2059,V434,43343406335.25596
2060,V434,43338613202.76708
2061,V434,43302812964.88009
2062,V434,43275543151.80897
2063,V434,43237242215.699486
2064,V434,43186758984.05791
2014,V435,35960454585
2015,V435,36307362332.415085
2016,V435,36639577650.69704
2017,V435,36955390645.53755
2018,V435,37256306815.33972
2019,V435,37541428143.43407
2020,V435,37810379699.85386
2021,V435,38062790814.361374
2022,V435,38163293427.790855
2023,V435,38376301922.41069
2024,V435,38570466163.77441
2025,V435,38757365119.809586
2026,V435,38928993556.52531
2027,V435,39085806161.117874
2028,V435,39149337839.12502
2029,V435,39274697084.81746
2030,V435,39388628815.741806
2031,V435,39481593763.63783
2032,V435,39566553017.06427
2033,V435,39641822778.04131
2034,V435,39690352341.476875
2035,V435,39737135658.03326
2036,V435,39780051879.29638
2037,V435,39726980746.87338
2038,V435,39693666966.25643
2039,V435,39687137314.43166
2040,V435,39688438119.63829
2041,V435,39672916703.78173
2042,V435,39634411981.323135
2043,V435,39599192752.408195
2044,V435,39549855222.95769
2045,V435,39486559051.39255
2046,V435,39159772719.560524
2047,V435,39071778253.48758
2048,V435,38959517606.90901
2049,V435,38841666238.61296
2050,V435,38653500727.61075
2051,V435,38470688841.72455
2052,V435,38307951995.512115
2053,V435,38129253580.37533
2054,V435,37932731623.14941
2055,V435,37719764304.46193
2056,V435,37487303463.6823
2057,V435,37245501420.65978
2058,V435,36987806617.78635
2059,V435,36547227332.42417
2060,V435,36254288299.92204
2061,V435,35951085210.61445
2062,V435,35635289083.66057
2063,V435,35304304526.77022
2064,V435,34958811473.5708
2014,V436,35960454585
2015,V436,36243561938.03617
2016,V436,36590238065.27236
2017,V436,36928476816.693665
2018,V436,37259188522.51164
2019,V436,37582291928.03146
2020,V436,37897441114.47705
2021,V436,38204050529.10686
2022,V436,38499937112.06315
2023,V436,38794860321.055214
2024,V436,39081318211.54755
2025,V436,39364349498.14777
2026,V436,39642317381.08926
2027,V436,39915798615.30856
2028,V436,40179647650.125626
2029,V436,40142143607.451996
2030,V436,40407630863.51432
2031,V436,40675033120.57304
2032,V436,40931579774.94027
2033,V436,41201946755.35648
2034,V436,41474775443.248405
2035,V436,41753317651.01899
2036,V436,42035374308.65647
2037,V436,42330574009.01532
2038,V436,42631463691.61602
2039,V436,42933148534.983116
2040,V436,42932899543.03472
2041,V436,43241026478.136986
2042,V436,43562977923.429016
2043,V436,43887898796.57118
2044,V436,44215784843.11471
2045,V436,44535077820.75212
2046,V436,44855842120.399414
2047,V436,45190834481.27056
2048,V436,45525489288.34329
2049,V436,45863339035.30623
2050,V436,46202219138.90135
2051,V436,46541407300.80412
2052,V436,46881360631.377266
2053,V436,47221380473.38285
2054,V436,47561060046.68992
2055,V436,47879371863.86917
2056,V436,48216890054.08689
2057,V436,48552880414.71888
2058,V436,48881730377.3665
2059,V436,49113481233.72676
2060,V436,49445188985.56125
2061,V436,49774047066.01696
2062,V436,50099772522.35189
2063,V436,50336466589.953964
2064,V436,50653264554.06759
2014,V437,35960454585
2015,V437,36306707758.7765
2016,V437,36637196634.901344
2017,V437,36946100639.55018
2018,V437,37244273299.12494
2019,V437,37525388191.46696
2020,V437,37783364899.236
2021,V437,38031134289.15591
2022,V437,38167231971.54898
2023,V437,38381608378.82503
2024,V437,38580289736.0601
2025,V437,38759872157.95451
2026,V437,38849806387.71103
2027,V437,38999109154.14921
2028,V437,39135983604.824905
2029,V437,39135416045.43842
2030,V437,39245054102.490685
2031,V437,39338944997.0031
2032,V437,39425865444.41607
2033,V437,39500758780.97771
2034,V437,39573248073.17944
2035,V437,39640736545.48514
2036,V437,39721327735.55688
2037,V437,39819887393.57458
2038,V437,39924747768.79065
2039,V437,39939778358.960434
2040,V437,40016926696.859146
2041,V437,40096565002.492645
2042,V437,40166894303.05913
2043,V437,40227894627.360565
2044,V437,40278401324.35133
2045,V437,40317645742.49495
2046,V437,40272617352.45398
2047,V437,40198675418.56098
2048,V437,40197433587.68137
2049,V437,40192318037.02111
2050,V437,40024637157.88704
2051,V437,39995353942.41484
2052,V437,39951675124.50309
2053,V437,39869190022.308014
2054,V437,39799090398.469154
2055,V437,39715356350.41364
2056,V437,39608670722.161285
2057,V437,39496411631.29771
2058,V437,39305329408.00683
2059,V437,39126249041.0332
2060,V437,38972007397.15059
2061,V437,38802376439.529495
2062,V437,38616549837.75307
2063,V437,38407116493.44038
2064,V437,38131647132.12837
2014,V438,35960454585
2015,V438,36311107262.132034
2016,V438,36669310606.053764
2017,V438,36871597218.01307
2018,V438,37214430461.12349
2019,V438,37567131638.73698
2020,V438,37917566571.78131
2021,V438,37945859257.42477
2022,V438,38294799992.36796
2023,V438,38643928346.889824
2024,V438,38987079252.99291
2025,V438,39336702930.02029
2026,V438,39683561305.509964
2027,V438,40038593767.29885
2028,V438,40396388551.89491
2029,V438,40758217066.51855
2030,V438,41125163926.761925
2031,V438,41484490538.29683
2032,V438,41863730361.85758
2033,V438,42245305600.903755
2034,V438,42609037519.474945
2035,V438,42961165694.11801
2036,V438,43299649144.50694
2037,V438,43629155181.182495
2038,V438,43936869309.828354
2039,V438,44240401787.038956
2040,V438,44530647553.69302
2041,V438,44808749077.989296
2042,V438,45066589371.9082
2043,V438,45319832507.66133
2044,V438,45558713382.91035
2045,V438,45796325373.6694
2046,V438,46031513240.69064
2047,V438,46266300904.28172
2048,V438,46498754790.21489
2049,V438,46702992399.59845
2050,V438,46921699300.97338
2051,V438,47144379629.23423
2052,V438,47363225527.04524
2053,V438,47570899732.89879
2054,V438,47536281746.6675
2055,V438,47745780081.08088
2056,V438,47947076807.216034
2057,V438,48145089882.8895
2058,V438,48335688764.68583
2059,V438,48521005190.68864
2060,V438,48699127344.58595
2061,V438,48846879915.51203
2062,V438,49002498726.81827
2063,V438,49134436070.091965
2064,V438,49278278102.14116
2014,V439,35960454585
2015,V439,36313253637.66027
2016,V439,36662230462.80439
2017,V439,37008580653.75274
2018,V439,37349563301.35664
2019,V439,37682108870.38346
2020,V439,38012223850.75961
2021,V439,38336193647.56646
2022,V439,38654848624.80945
2023,V439,38969196590.46432
2024,V439,39278450951.85212
2025,V439,39584004496.831955
2026,V439,39872159247.40123
2027,V439,40003527977.69999
2028,V439,40292446829.96936
2029,V439,40585262543.65732
2030,V439,40872621699.567444
2031,V439,41160801681.14197
2032,V439,41170108686.042404
2033,V439,41460819254.16026
2034,V439,41736393252.573074
2035,V439,41993329592.480995
2036,V439,42230272824.36011
2037,V439,42447550342.563545
2038,V439,42638001937.29138
2039,V439,42812364615.95067
2040,V439,42969482050.74215
2041,V439,43090336107.47701
2042,V439,43218579397.97819
2043,V439,43284466030.10309
2044,V439,43397672913.24484
2045,V439,43501214229.75819
2046,V439,43581458887.04342
2047,V439,43666484871.10992
2048,V439,43740117865.61082
2049,V439,43803624302.616936
2050,V439,43850143368.21625
2051,V439,43890937960.055916
2052,V439,43919749437.18061
2053,V439,43935565546.34128
2054,V439,43672806651.10207
2055,V439,43668493980.526886
2056,V439,43650831858.82848
2057,V439,43607740795.919235
2058,V439,43562806694.266754
2059,V439,43503751872.90769
2060,V439,43411915873.10797
2061,V439,43319626193.64517
2062,V439,43211091028.23724
2063,V439,43080538443.8966
2064,V439,42915066567.79678
2014,V440,35960454585
2015,V440,36305904614.97359
2016,V440,36626782823.69601
2017,V440,36929367422.77248
2018,V440,37221803429.51723
2019,V440,37494942801.16651
2020,V440,37748036375.906296
2021,V440,37982174522.62469
2022,V440,38197608008.711136
2023,V440,38393482773.42252
2024,V440,38569311397.500626
2025,V440,38717163105.03283
2026,V440,38852283251.76947
2027,V440,38954029933.043015
2028,V440,39044772969.936005
2029,V440,38806304273.269394
2030,V440,38858541763.80475
2031,V440,38889275802.38367
2032,V440,38900231918.57719
2033,V440,38890620228.38817
2034,V440,38858550389.95695
2035,V440,38806734289.47939
2036,V440,38733794916.58253
2037,V440,38642667196.50461
2038,V440,38532258047.30986
2039,V440,38403971462.138275
2040,V440,38245111356.31881
2041,V440,38079820828.70345
2042,V440,37895364408.74963
2043,V440,37693459740.768295
2044,V440,37477910014.22871
2045,V440,36982085360.06984
2046,V440,36746442090.6168
2047,V440,36495276595.33885
2048,V440,36227418458.49802
2049,V440,35926459950.19395
2050,V440,35627144366.013084
2051,V440,35112772249.63618
2052,V440,34781130016.64241
2053,V440,34435826266.2424
2054,V440,34073044833.99832
2055,V440,33672461419.616997
2056,V440,33291987585.99556
2057,V440,32912167556.09807
2058,V440,32534427331.92458
2059,V440,32157953670.189423
2060,V440,31782209878.24463
2061,V440,31350269332.48574
2062,V440,30970985824.840515
2063,V440,30601551723.837997
2064,V440,30236584971.234066
2014,V441,35960454585
2015,V441,36315516683.799
2016,V441,36287719000.18721
2017,V441,36632027937.56608
2018,V441,36970209572.11927
2019,V441,37306607223.86965
2020,V441,37638916443.83927
2021,V441,37965532762.16284
2022,V441,38289413347.88379
2023,V441,38610511785.54097
2024,V441,38928202510.64197
2025,V441,38999176328.410255
2026,V441,39313563383.64853
2027,V441,39626816506.36302
2028,V441,39616694938.094086
2029,V441,39931962418.45587
2030,V441,40225307021.40224
2031,V441,40209175064.82739
2032,V441,40354569459.37286
2033,V441,40577190739.330376
2034,V441,40515569770.95686
2035,V441,40689872297.81857
2036,V441,40639308619.57471
2037,V441,40769455351.86959
2038,V441,40874569881.95028
2039,V441,40955352506.6913
2040,V441,41009110064.42055
2041,V441,41041265986.629196
2042,V441,41059442402.33136
2043,V441,41064498941.56544
2044,V441,41054312461.97618
2045,V441,41030384376.450165
2046,V441,40990429304.75669
2047,V441,40936757393.07577
2048,V441,40865373057.002266
2049,V441,40778645034.16873
2050,V441,40662888518.39613
2051,V441,40477252763.24309
2052,V441,40341462449.09881
2053,V441,40192428290.17858
2054,V441,39821218453.64297
2055,V441,39643197515.22968
2056,V441,39445302561.79612
2057,V441,39141690104.17819
2058,V441,38905380068.88186
2059,V441,38644653716.791374
2060,V441,38382394065.33611
2061,V441,38106416155.98819
2062,V441,37813838661.90491
2063,V441,37497957153.958084
2064,V441,37173744237.11262
2014,V442,35960454585
2015,V442,36312692551.46466
2016,V442,36439703189.204384
2017,V442,36770817379.423386
2018,V442,37091493968.790054
2019,V442,37402364838.06509
2020,V442,37700944243.40454
2021,V442,37991566799.773155
2022,V442,38269988635.6895
2023,V442,38539740231.58024
2024,V442,38714907784.459625
2025,V442,38966640239.48114
2026,V442,39048635877.97462
2027,V442,39283877230.02101
2028,V442,39511217066.7342
2029,V442,39731417661.70955
2030,V442,39944773670.095345
2031,V442,40141625618.89857
2032,V442,40344145111.41386
2033,V442,40540672092.04969
2034,V442,40736187611.38228
2035,V442,40675118714.9396
2036,V442,40871602698.11842
2037,V442,41067184412.092705
2038,V442,41252427260.00686
2039,V442,41449703090.99754
2040,V442,41652909245.6856
2041,V442,41861208990.240074
2042,V442,42075897072.11906
2043,V442,42302307824.93857
2044,V442,42534853304.509186
2045,V442,42767601608.651085
2046,V442,43003975578.77912
2047,V442,43046492417.1029
2048,V442,43283399525.42742
2049,V442,43529200818.258865
2050,V442,43775588657.43298
2051,V442,44024288030.516975
2052,V442,44272827844.81005
2053,V442,44521736098.37904
2054,V442,44656142998.89187
2055,V442,44903843160.817924
2056,V442,45145886781.94385
2057,V442,45394041449.09488
2058,V442,45640297779.90318
2059,V442,45884625098.287506
2060,V442,46052191229.12591
2061,V442,46294035691.9446
2062,V442,46530261699.66467
2063,V442,46765961436.119194
2064,V442,46891105029.96031
2014,V443,35960454585
2015,V443,36317433198.0919
2016,V443,36670490061.779045
2017,V443,37008979593.11846
2018,V443,37355883113.05019
2019,V443,37699367247.3913
2020,V443,38030603685.669266
2021,V443,38043738576.62678
2022,V443,38382270279.66747
2023,V443,38721143785.912544
2024,V443,39053704434.90397
2025,V443,39397303925.036064
2026,V443,39739919379.14607
2027,V443,39900754826.17171
2028,V443,40264559879.9885
2029,V443,40628976346.879265
2030,V443,40977719969.945404
2031,V443,41242589558.49695
2032,V443,41563767653.34227
2033,V443,41870857050.12554
2034,V443,42166301490.76003
2035,V443,42463221288.47719
2036,V443,42613356594.54391
2037,V443,42922964082.29059
2038,V443,43236948681.64285
2039,V443,43544605052.42676
2040,V443,43863764188.172966
2041,V443,44187303441.97618
2042,V443,44504224356.65884
2043,V443,44822002231.02982
2044,V443,45154008647.5885
2045,V443,45430953492.127625
2046,V443,45768930605.3717
2047,V443,46094712793.69762
2048,V443,46435559244.35465
2049,V443,46766317172.96903
2050,V443,47105463046.359634
2051,V443,47446646962.39923
2052,V443,47788154096.26089
2053,V443,48119027400.19419
2054,V443,48437044516.61498
2055,V443,48776278519.05197
2056,V443,48962487805.60262
2057,V443,49288672588.47469
2058,V443,49605057823.85277
2059,V443,49938476108.62909
2060,V443,50254031967.53704
2061,V443,50585599137.831474
2062,V443,50911109153.39522
2063,V443,51235527064.83487
2064,V443,51539109932.88392
2014,V444,35960454585
2015,V444,36049413176.16601
2016,V444,36406741490.59076
2017,V444,36763734236.303116
2018,V444,37036164412.447
2019,V444,37387371937.283554
2020,V444,37734468455.884125
2021,V444,38090338265.835724
2022,V444,38447589117.6448
2023,V444,38805653307.69759
2024,V444,39154491608.35426
2025,V444,39516829490.176155
2026,V444,39886068443.190285
2027,V444,40261390325.10208
2028,V444,40643078563.64461
2029,V444,41033750039.16895
2030,V444,41431032915.31848
2031,V444,41842136234.1095
2032,V444,42256285732.247894
2033,V444,42646039840.18583
2034,V444,43041599727.82982
2035,V444,43420737773.96853
2036,V444,43798726404.92
2037,V444,43973111189.43655
2038,V444,44335487484.3845
2039,V444,44693019176.51825
2040,V444,45044968142.21283
2041,V444,45400955341.61161
2042,V444,45729590162.284805
2043,V444,46098141436.835464
2044,V444,46423612553.30343
2045,V444,46515906023.53114
2046,V444,46907802671.937416
2047,V444,47303244096.80235
2048,V444,47705090387.625595
2049,V444,48111462753.76524
2050,V444,48521220537.40748
2051,V444,48877828222.91864
2052,V444,49296966122.30493
2053,V444,49704946758.89164
2054,V444,50038504382.52628
2055,V444,50470517079.31612
2056,V444,50904918994.34066
2057,V444,51333245028.86501
2058,V444,51771328286.312325
2059,V444,52209547978.840256
2060,V444,52647610967.12667
2061,V444,53071825237.61185
2062,V444,53511857818.24576
2063,V444,53953177589.867775
2064,V444,54395462748.751816
2014,V445,35960454585
2015,V445,36311597520.78072
2016,V445,36651380833.060936
2017,V445,36703813365.28895
2018,V445,37015056261.113075
2019,V445,37312649479.20863
2020,V445,37606846494.77547
2021,V445,37882104284.34824
2022,V445,38155506851.487305
2023,V445,38418818027.811745
2024,V445,38670567813.73769
2025,V445,38907286415.79787
2026,V445,39142155485.787094
2027,V445,39300898875.0171
2028,V445,39521316495.0341
2029,V445,39735274399.34643
2030,V445,39944036904.73149
2031,V445,39849195618.68776
2032,V445,40054268338.930405
2033,V445,40257667708.0966
2034,V445,40460390316.5821
2035,V445,40663642621.83317
2036,V445,40864073358.00647
2037,V445,41042121809.76951
2038,V445,41221300690.005554
2039,V445,41397582727.06334
2040,V445,41572504595.837006
2041,V445,41742844444.65188
2042,V445,41835621025.80616
2043,V445,41995150978.318146
2044,V445,42157610169.18532
2045,V445,42315079088.28442
2046,V445,42467043871.24742
2047,V445,42613091860.58883
2048,V445,42752990171.94579
2049,V445,42888915131.8428
2050,V445,43015295326.42272
2051,V445,43138896814.04016
2052,V445,43254923679.74191
2053,V445,43364359594.0846
2054,V445,43287877281.71764
2055,V445,43383260847.83975
2056,V445,43347037946.184296
2057,V445,43430368264.21738
2058,V445,43502596672.04703
2059,V445,43566943517.96054
2060,V445,43622423249.12279
2061,V445,43652778456.192924
2062,V445,43682316762.09207
2063,V445,43706609944.341125
2064,V445,43714027644.256065
2014,V446,35960454585
2015,V446,36305586013.58435
2016,V446,36635033945.81286
2017,V446,36945791633.59993
2018,V446,37240969820.14106
2019,V446,37511982179.92681
2020,V446,37772218855.58719
2021,V446,38009768337.76632
2022,V446,38103395581.03491
2023,V446,38307379446.9678
2024,V446,38498517170.272804
2025,V446,38672307981.85602
2026,V446,38830738413.50857
2027,V446,38973746570.44626
2028,V446,39094773671.48829
2029,V446,39206089697.42217
2030,V446,39305931893.08565
2031,V446,39119073212.60016
2032,V446,39197978648.68918
2033,V446,39266003947.86041
2034,V446,39241128081.85665
2035,V446,39292523766.72985
2036,V446,39059287920.63704
2037,V446,39084866305.22685
2038,V446,39098262948.44177
2039,V446,38936984096.56828
2040,V446,38930756155.64153
2041,V446,38795567454.081985
2042,V446,38768467849.10474
2043,V446,38720996018.426674
2044,V446,38667709988.85949
2045,V446,38600788958.30772
2046,V446,38399767345.52742
2047,V446,38035545460.58424
2048,V446,37834830541.60322
2049,V446,37722918586.807365
2050,V446,37596632410.697334
2051,V446,37455635414.73591
2052,V446,37299509907.87419
2053,V446,37128409709.594444
2054,V446,36941322606.47421
2055,V446,36738542226.84852
2056,V446,36517292613.856064
2057,V446,36196228263.93976
2058,V446,35932005844.845726
2059,V446,35671090377.350914
2060,V446,35323727200.55445
2061,V446,35035053282.37919
2062,V446,34732086414.02937
2063,V446,34298425663.76056
2064,V446,33839135900.816532
2014,V447,35960454585
2015,V447,36300515187.53992
2016,V447,36638592224.237144
2017,V447,36967817459.44554
2018,V447,37285426243.25675
2019,V447,37582946976.37493
2020,V447,37876784826.11741
2021,V447,38158645029.29603
2022,V447,38430775790.08145
2023,V447,38472021611.87823
2024,V447,38720836651.19322
2025,V447,38815959618.710915
2026,V447,39042741748.21067
2027,V447,39258585866.270134
2028,V447,39461586043.2837
2029,V447,39604321710.73595
2030,V447,39786888013.83199
2031,V447,39955479627.019936
2032,V447,40122541994.71517
2033,V447,40213840931.191086
2034,V447,40334534102.28395
2035,V447,40422878342.10044
2036,V447,40489360202.04191
2037,V447,40527239280.6313
2038,V447,40458383226.737404
2039,V447,40427514378.847664
2040,V447,40381489056.23098
2041,V447,40307197290.75362
2042,V447,40205097905.48495
2043,V447,40069039553.710815
2044,V447,39906421909.631195
2045,V447,39721997032.19483
2046,V447,39536145109.130486
2047,V447,39332785477.565796
2048,V447,39112845933.41431
2049,V447,38825846742.7011
2050,V447,38572099171.7045
2051,V447,38271312665.956314
2052,V447,37984147701.518486
2053,V447,37671858643.319695
2054,V447,37339049431.92606
2055,V447,36887018115.92385
2056,V447,36535104608.32753
2057,V447,36167011572.80611
2058,V447,35713155091.170006
2059,V447,35142253693.450294
2060,V447,34713358465.68501
2061,V447,34317525898.81321
2062,V447,33894583905.576797
2063,V447,33502959433.859177
2064,V447,33118099036.188385
2014,V448,35960454585
2015,V448,36302288440.53677
2016,V448,36621990001.981186
2017,V448,36920964190.87919
2018,V448,37197754716.43601
2019,V448,37448116219.5906
2020,V448,37677561012.77241
2021,V448,37886995635.03282
2022,V448,38073465761.126686
2023,V448,38233176682.27725
2024,V448,38372474403.80577
2025,V448,38487625766.50871
2026,V448,38451142341.662766
2027,V448,38514235245.21603
2028,V448,38559365167.27164
2029,V448,38315442726.56089
2030,V448,38318113321.50537
2031,V448,38251571274.02276
2032,V448,38195862305.90269
2033,V448,38133237937.65992
2034,V448,37914344980.35836
2035,V448,37810198265.69631
2036,V448,37676951686.01991
2037,V448,37537269943.291115
2038,V448,37058342944.453186
2039,V448,36689672832.382164
2040,V448,36543893940.513115
2041,V448,36395792079.10403
2042,V448,36126660005.54391
2043,V448,35969318547.72126
2044,V448,35811227396.78422
2045,V448,35649138769.069954
2046,V448,35480249882.443275
2047,V448,35310184803.62535
2048,V448,35135118448.42895
2049,V448,34849652704.094505
2050,V448,34666417645.81302
2051,V448,34481273399.74315
2052,V448,34291511322.164665
2053,V448,34098060760.542194
2054,V448,33877974916.401585
2055,V448,33642795598.68291
2056,V448,33402369127.623047
2057,V448,33152818920.24355
2058,V448,32889463836.41556
2059,V448,32612784260.562916
2060,V448,32336890409.46692
2061,V448,32061137994.406303
2062,V448,31801305191.560223
2063,V448,31536410435.116795
2064,V448,31280024196.821037
2014,V449,35960454585
2015,V449,36307285556.3007
2016,V449,36467303548.39062
2017,V449,36790436296.49466
2018,V449,37100974957.412476
2019,V449,37396871582.39782
2020,V449,37682124878.76827
2021,V449,37954949586.1349
2022,V449,38215354985.557884
2023,V449,38460806099.437584
2024,V449,38697310428.47065
2025,V449,38921617911.296074
2026,V449,39128836672.77526
2027,V449,39127661451.12007
2028,V449,39327077607.40759
2029,V449,39513637182.7901
2030,V449,39671236817.94801
2031,V449,39849765383.20637
2032,V449,40011780861.77469
2033,V449,40184701600.372215
2034,V449,40220003971.78694
2035,V449,40218112336.56952
2036,V449,40425162299.01928
2037,V449,40640837634.336845
2038,V449,40657886747.849556
2039,V449,40906799709.68047
2040,V449,40929003890.27801
2041,V449,41182543998.67896
2042,V449,41435201490.939285
2043,V449,41687074059.76936
2044,V449,41935377314.94292
2045,V449,42165782603.517105
2046,V449,42404184659.989136
2047,V449,42647662748.00664
2048,V449,42885883617.519005
2049,V449,43122849751.21194
2050,V449,43349753542.4598
2051,V449,43566200605.705215
2052,V449,43790080930.38204
2053,V449,44008593004.34181
2054,V449,44222896713.8613
2055,V449,44432011200.01259
2056,V449,44623858688.31554
2057,V449,44813981537.01225
2058,V449,45003076649.38941
2059,V449,45174403163.726326
2060,V449,45348992123.29535
2061,V449,45514737278.04033
2062,V449,45557279712.66685
2063,V449,45709614412.11435
2064,V449,45811612625.74234
2014,V450,35960454585
2015,V450,35981031943.41704
2016,V450,36317736995.24782
2017,V450,36638992300.64821
2018,V450,36956817836.02009
2019,V450,37252324225.14606
2020,V450,37548423478.55107
2021,V450,37833434473.78249
2022,V450,38107567186.70766
2023,V450,38367891674.93343
2024,V450,38387867406.50051
2025,V450,38618606218.91499
2026,V450,38847522825.15776
2027,V450,39069159990.435265
2028,V450,39280567680.24965
2029,V450,39477685670.85127
