years,sim_number,value
2018,V822,285049133.57990605
2019,V822,287838145.2900265
2020,V822,290490615.9634631
2021,V822,293125452.995765
2022,V822,295735471.4489785
2023,V822,297985341.45795333
2024,V822,299840213.9086257
2025,V822,300997950.5251466
2026,V822,302116985.2573237
2027,V822,302778223.8085718
2028,V822,303119080.74470204
2029,V822,302473464.3402168
2030,V822,301800702.93688035
2031,V822,300880523.1352234
2032,V822,299650841.5161615
2033,V822,297814322.5216504
2034,V822,295833091.4094351
2035,V822,293481525.71512634
2036,V822,290754085.722536
2037,V822,287613071.7528784
2038,V822,283929929.9470968
2039,V822,280158909.47194886
2040,V822,276113793.7283021
2041,V822,271694340.40647703
2042,V822,267069101.1888138
2043,V822,262176375.0587167
2044,V822,256859291.8120663
2045,V822,251446345.66587526
2046,V822,245506362.62629658
2047,V822,239719186.00647083
2048,V822,233765189.1497336
2049,V822,227664289.02121037
2050,V822,221413059.03272468
2051,V822,214790010.91745505
2052,V822,208218849.79470837
2053,V822,201453714.8341043
2054,V822,194855840.0894169
2055,V822,188145872.266459
2056,V822,181431340.9725168
2057,V822,174706191.64259958
2058,V822,168078384.5718376
2059,V822,161512855.45884827
2060,V822,154813639.37921768
2061,V822,148364864.28666347
2062,V822,141992374.83236563
2063,V822,135622616.20345527
2064,V822,129445677.91415784
2014,V823,273658260
2015,V823,276832157.4885402
2016,V823,280290884.28742874
2017,V823,283994075.9972717
2018,V823,287950104.81008625
2019,V823,292138763.85871184
2020,V823,296404368.2022528
2021,V823,301122092.2547704
2022,V823,306161379.96201134
2023,V823,311490289.7806922
2024,V823,317171259.5212356
2025,V823,323054448.1399995
2026,V823,329410238.23950523
2027,V823,336127592.4455529
2028,V823,343223270.44894075
2029,V823,350500920.27158606
2030,V823,358403346.849876
2031,V823,366644258.77261174
2032,V823,375296812.26743484
2033,V823,384554820.5082328
2034,V823,394329486.873391
2035,V823,404635739.68058836
2036,V823,415358847.0182966
2037,V823,426412777.7387929
2038,V823,437452240.00569826
2039,V823,449176376.5291735
2040,V823,461082658.1307809
2041,V823,473939951.09662
2042,V823,487433220.59758246
2043,V823,501471123.3321707
2044,V823,516078010.0879534
2045,V823,531172649.3098381
2046,V823,546843750.9780447
2047,V823,563291716.2571542
2048,V823,580434962.1738533
2049,V823,597556423.2783052
2050,V823,616095299.497662
2051,V823,635446183.2753342
2052,V823,655604728.9185171
2053,V823,676538131.5413929
2054,V823,698466327.0150756
2055,V823,720848126.5719838
2056,V823,744686007.6357975
2057,V823,769441516.6831784
2058,V823,794768231.027054
2059,V823,821338985.8945638
2060,V823,849456204.8946513
2061,V823,878154285.9808844
2062,V823,908691796.4844854
2063,V823,940830602.4009386
2064,V823,974415096.1136264
2014,V824,273658260
2015,V824,276266268.7279755
2016,V824,278267018.89053035
2017,V824,279680720.20725924
2018,V824,281029079.6644895
2019,V824,281782268.1977361
2020,V824,281875833.64347017
2021,V824,281978322.4463403
2022,V824,281589115.5840704
2023,V824,280827940.590384
2024,V824,279470091.34880185
2025,V824,277327742.4210253
2026,V824,275310123.91758376
2027,V824,272683745.5450852
2028,V824,269866721.4956222
2029,V824,266576323.19692558
2030,V824,262779707.5809213
2031,V824,258451286.6801302
2032,V824,253764441.3549523
2033,V824,248592506.774016
2034,V824,242620409.84433207
2035,V824,236695039.3824925
2036,V824,230182043.4475992
2037,V824,223681499.59229216
2038,V824,216854867.22638065
2039,V824,209790081.76750565
2040,V824,202565198.0439359
2041,V824,195150085.19269353
2042,V824,187486447.03262004
2043,V824,179863956.11067715
2044,V824,172519403.83019143
2045,V824,165138100.5549656
2046,V824,158047175.17570207
2047,V824,151094350.55172232
2048,V824,144288335.44965586
2049,V824,137637001.04018828
2050,V824,131134846.86593178
2051,V824,124813759.66285163
2052,V824,118665286.30387968
2053,V824,112663188.79724629
2054,V824,106860942.82428578
2055,V824,101243167.30237488
2056,V824,95830044.9424438
2057,V824,90477211.30800726
2058,V824,85376686.25048818
2059,V824,80539817.35427368
2060,V824,75884355.72320826
2061,V824,71423907.6313224
2062,V824,67153982.71434477
2063,V824,63033866.73605492
2064,V824,59120281.14777026
2014,V825,273658260
2015,V825,276469617.3452638
2016,V825,279339267.55881906
2017,V825,282166124.60223377
2018,V825,284612787.63218844
2019,V825,287154220.8655302
2020,V825,289714758.87763846
2021,V825,292072562.0771013
2022,V825,294569562.6621615
2023,V825,296813489.2726458
2024,V825,298955310.6675969
2025,V825,301035771.416652
2026,V825,303234960.82030624
2027,V825,305158705.8213889
2028,V825,306796755.1134019
2029,V825,307976521.5759162
2030,V825,308826190.08932394
2031,V825,309366306.52747446
2032,V825,309259008.3825363
2033,V825,309416862.19740677
2034,V825,309269210.15524584
2035,V825,308816187.9663057
2036,V825,308000436.7331634
2037,V825,306940897.9847784
2038,V825,305562076.57652277
2039,V825,303874966.02022547
2040,V825,301881158.46423334
2041,V825,299403791.69845724
2042,V825,296861829.1457424
2043,V825,294081486.89943624
2044,V825,290964057.5785784
2045,V825,287664228.43264645
2046,V825,283955207.48155785
2047,V825,279942718.2944367
2048,V825,275937256.33980036
2049,V825,271717761.30333066
2050,V825,267365997.30126393
2051,V825,263050960.27735144
2052,V825,258640666.5057046
2053,V825,254162598.65143067
2054,V825,249775092.5892412
2055,V825,245261949.56115636
2056,V825,241114297.45936325
2057,V825,236988441.27101034
2058,V825,232547860.16738734
2059,V825,228488001.85602802
2060,V825,224447060.5437841
2061,V825,220446771.2833685
2062,V825,216204125.0715889
2063,V825,212071133.6189138
2064,V825,208145777.61487007
2014,V826,273658260
2015,V826,276361572.5934762
2016,V826,279064098.9927568
2017,V826,281859114.87542504
2018,V826,284600433.7288135
2019,V826,287103995.16018105
2020,V826,289467111.24353766
2021,V826,292032996.9751785
2022,V826,294582835.03380406
2023,V826,297105234.00272256
2024,V826,299403872.1287486
2025,V826,301801528.03239214
2026,V826,304134707.96365243
2027,V826,306041199.5376955
2028,V826,308237451.46352494
2029,V826,310185455.8006945
2030,V826,312239445.98181623
2031,V826,313795041.5098268
2032,V826,315061936.2035718
2033,V826,316661038.646068
2034,V826,318373480.4851347
2035,V826,320040333.58030903
2036,V826,321436559.26209605
2037,V826,322941208.0064196
2038,V826,324363362.2646377
2039,V826,325519281.1187123
2040,V826,326772283.46997154
2041,V826,327554550.5828603
2042,V826,328633753.48014194
2043,V826,329625395.9909409
2044,V826,330502049.50893456
2045,V826,331277922.8883732
2046,V826,332001733.4060596
2047,V826,332534767.52555925
2048,V826,332781551.68583083
2049,V826,333232113.6187396
2050,V826,333233043.2581164
2051,V826,333499433.9741816
2052,V826,333613498.0893767
2053,V826,333258369.75769955
2054,V826,332864245.1278718
2055,V826,332706590.45473933
2056,V826,332511333.8731451
2057,V826,332224000.72976995
2058,V826,331844804.3922308
2059,V826,331374034.51211363
2060,V826,330600453.1195253
2061,V826,329948125.8372949
2062,V826,329167838.46338916
2063,V826,328335809.66866255
2064,V826,327413776.8693362
2014,V827,273658260
2015,V827,276524665.8099462
2016,V827,279129353.30867857
2017,V827,281673465.1004398
2018,V827,284198143.11012894
2019,V827,286575664.45837283
2020,V827,288844123.5582172
2021,V827,290917854.33525586
2022,V827,292638952.10669345
2023,V827,294495643.6451756
2024,V827,295910771.29217106
2025,V827,297388646.97663003
2026,V827,298808248.46797585
2027,V827,299944041.68960375
2028,V827,300634372.31661236
2029,V827,301508161.2430357
2030,V827,302298644.85230756
2031,V827,302916284.9007686
2032,V827,302889248.32596046
2033,V827,303158242.4964108
2034,V827,303335279.43426365
2035,V827,303222096.46596485
2036,V827,302909035.6397865
2037,V827,302530944.8671675
2038,V827,301902886.3436418
2039,V827,301050326.010199
2040,V827,299938652.6662397
2041,V827,298170934.72137284
2042,V827,296502477.3033647
2043,V827,294448744.395247
2044,V827,292321008.5508874
2045,V827,289908886.41468185
2046,V827,287062918.5274949
2047,V827,284123891.51066566
2048,V827,280935351.63960075
2049,V827,277437565.36538273
2050,V827,273841604.3863024
2051,V827,269982825.6259582
2052,V827,266069371.611469
2053,V827,261747765.48226485
2054,V827,257475724.3796379
2055,V827,253113225.4810387
2056,V827,248562169.64481646
2057,V827,243911546.73666576
2058,V827,238955244.11137646
2059,V827,234062191.45197168
2060,V827,229051001.67342004
2061,V827,223832603.55834258
2062,V827,218549357.22281054
2063,V827,213301905.01106858
2064,V827,207777905.6769597
2014,V828,273658260
2015,V828,276608605.22464955
2016,V828,279307445.50870425
2017,V828,282164071.6931534
2018,V828,284971811.58640456
2019,V828,287728610.84712815
2020,V828,289806823.44934124
2021,V828,292449960.2466152
2022,V828,295020787.2249423
2023,V828,297507963.27217424
2024,V828,299974288.00398314
2025,V828,302346535.532958
2026,V828,304666554.77055264
2027,V828,306388575.19299084
2028,V828,308259009.1733566
2029,V828,309850868.44189167
2030,V828,311137402.2271677
2031,V828,312158723.34845203
2032,V828,312877840.44032174
2033,V828,313072102.12379134
2034,V828,313216210.4048417
2035,V828,312874331.34749293
2036,V828,312413131.6772479
2037,V828,311666305.1534334
2038,V828,310596828.44826066
2039,V828,309278834.4133824
2040,V828,307601125.0881253
2041,V828,305554479.3436585
2042,V828,303354403.8605116
2043,V828,300692565.24643373
2044,V828,297764434.6288563
2045,V828,294767629.8146619
2046,V828,291496640.43678784
2047,V828,287838032.2020231
2048,V828,283871855.86636424
2049,V828,279996755.3386005
2050,V828,275756403.0169378
2051,V828,271473252.33488464
2052,V828,266685755.5759467
2053,V828,262041726.67123312
2054,V828,256885187.71044907
2055,V828,251917588.04573622
2056,V828,246785179.813301
2057,V828,241249538.38632023
2058,V828,235829708.05419248
2059,V828,230217373.1749217
2060,V828,224306141.3487848
2061,V828,218711985.13731137
2062,V828,213051593.88110906
2063,V828,207144820.5930343
2064,V828,201251453.9794653
2014,V829,273658260
2015,V829,276391176.4450228
2016,V829,279260478.3171972
2017,V829,281832963.79118395
2018,V829,284536860.61873037
2019,V829,287031084.6550384
2020,V829,289428116.09733915
2021,V829,291499300.5639534
2022,V829,293080634.4658265
2023,V829,293956205.6461589
2024,V829,294533016.11823636
2025,V829,294590571.5187384
2026,V829,294095732.67842597
2027,V829,293145314.66614777
2028,V829,291408841.0147854
2029,V829,289285103.44572824
2030,V829,286838444.0142444
2031,V829,283906909.458677
2032,V829,280500004.91676116
2033,V829,276679748.72081226
2034,V829,272432507.1579501
2035,V829,267615422.8024821
2036,V829,262544223.3383596
2037,V829,257099078.77221516
2038,V829,251188886.1305584
2039,V829,244837320.35966843
2040,V829,238328999.54906905
2041,V829,231605093.45928752
2042,V829,224841961.729579
2043,V829,217582352.5663381
2044,V829,210442636.6973508
2045,V829,202912293.79790515
2046,V829,195581817.61603397
2047,V829,187967522.75190857
2048,V829,180524635.74810594
2049,V829,172973643.72353882
2050,V829,165471463.6138533
2051,V829,158061184.8978052
2052,V829,150491300.11618593
2053,V829,143230784.71613163
2054,V829,136053068.03013283
2055,V829,129007059.13628003
2056,V829,121988394.9719533
2057,V829,115178903.79497506
2058,V829,108673722.70736599
2059,V829,102391801.85879219
2060,V829,96345456.78572662
2061,V829,90596797.13287179
2062,V829,85019348.6324905
2063,V829,79746126.82025124
2064,V829,74630792.98723407
2014,V830,273658260
2015,V830,276084903.9393362
2016,V830,278373613.1274668
2017,V830,279993212.0927266
2018,V830,281361121.63024837
2019,V830,281916806.35995346
2020,V830,282554054.51465374
2021,V830,282941080.19130045
2022,V830,282594872.18355864
2023,V830,282172994.0761494
2024,V830,281057675.1330358
2025,V830,279794116.936966
2026,V830,278241149.3966358
2027,V830,276242882.21940005
2028,V830,273590605.64940894
2029,V830,270933982.2633657
2030,V830,267891480.60213873
2031,V830,264532843.41907805
2032,V830,260867858.64580113
2033,V830,256726630.63347515
2034,V830,252330576.90155813
2035,V830,247781494.07911512
2036,V830,242770993.40117326
2037,V830,237567511.56388414
2038,V830,231979133.85435754
2039,V830,226517708.82217053
2040,V830,220703227.2679446
2041,V830,214644011.8008501
2042,V830,208652985.30715296
2043,V830,202764030.77819085
2044,V830,196948328.84737074
2045,V830,191243655.07063976
2046,V830,185605987.13805017
2047,V830,179950884.90405342
2048,V830,174430070.0198562
2049,V830,169003602.3050104
2050,V830,163795000.9385584
2051,V830,158570421.0597362
2052,V830,153549664.63532355
2053,V830,148537481.4674197
2054,V830,143739307.9834164
2055,V830,139022745.23810866
2056,V830,134365551.244876
2057,V830,129875691.1894032
2058,V830,125487699.51064971
2059,V830,121165592.17730048
2060,V830,116829287.25872277
2061,V830,112653289.4395829
2062,V830,108669423.2342739
2063,V830,104794824.52915102
2064,V830,100899781.10675578
2014,V831,273658260
2015,V831,276384151.2304557
2016,V831,279008992.72717774
2017,V831,281614953.6753265
2018,V831,284317922.3739455
2019,V831,286943070.66932464
2020,V831,289137250.27966577
2021,V831,291448631.43990564
2022,V831,293246334.5758074
2023,V831,294645376.37734556
2024,V831,295576244.329973
2025,V831,296033704.4734254
2026,V831,296014786.6993718
2027,V831,295518814.69839716
2028,V831,294374424.129092
2029,V831,292932376.87415683
2030,V831,290633384.51117754
2031,V831,288255463.9665967
2032,V831,285246805.0474551
2033,V831,282010663.7965942
2034,V831,278318670.306072
2035,V831,274193812.0127012
2036,V831,269731131.43098146
2037,V831,264903913.20163628
2038,V831,259763976.4088658
2039,V831,254198481.8662422
2040,V831,248409655.30785865
2041,V831,242187388.03411373
2042,V831,235899883.92327762
2043,V831,229265908.6759746
2044,V831,222600556.55193552
2045,V831,215770241.8725612
2046,V831,208801775.90364435
2047,V831,201721858.36929402
2048,V831,194542737.66934538
2049,V831,187312348.42751333
2050,V831,180055466.74728385
2051,V831,172748769.083546
2052,V831,165243600.93048486
2053,V831,158033744.33426762
2054,V831,150934244.06913838
2055,V831,143977441.98820734
2056,V831,137217462.84167537
2057,V831,130644063.29466267
2058,V831,124233570.58386447
2059,V831,118098557.06860639
2060,V831,112029033.93756434
2061,V831,106289811.37402865
2062,V831,100675701.0261378
2063,V831,95344917.43326975
2064,V831,90186868.07866445
2014,V832,273658260
2015,V832,276482548.89930683
2016,V832,279171740.7577112
2017,V832,281551784.5606443
2018,V832,283661060.4244616
2019,V832,285877025.7162562
2020,V832,287969238.1244565
2021,V832,289927894.50939244
2022,V832,291625361.20493984
2023,V832,292856288.1812379
2024,V832,294071574.85204464
2025,V832,295317461.77681
2026,V832,296428267.1975702
2027,V832,297363009.2234079
2028,V832,297940342.3794088
2029,V832,298233619.8612041
2030,V832,298465928.04547983
2031,V832,298382228.1394569
2032,V832,297977507.2888682
2033,V832,296953669.4049274
2034,V832,295870149.67201185
2035,V832,294039843.60555977
2036,V832,292292898.8904841
2037,V832,290221306.99149793
2038,V832,287653171.69776815
2039,V832,284842935.9809395
2040,V832,281844683.95811987
2041,V832,278554941.12641776
2042,V832,274984317.1193319
2043,V832,271144275.731494
2044,V832,267043091.49680766
2045,V832,262419102.9400835
2046,V832,257833740.37620836
2047,V832,252894877.35308638
2048,V832,247913965.31887612
2049,V832,242556959.40843377
2050,V832,237078545.24178246
2051,V832,231565745.67069015
2052,V832,225794061.90369514
2053,V832,219873520.22958454
2054,V832,213746646.27537674
2055,V832,207688813.03263128
2056,V832,201693837.54693407
2057,V832,195609747.24932766
2058,V832,189356610.30245167
2059,V832,183032596.66829902
2060,V832,176910159.5614111
2061,V832,170651588.65076092
2062,V832,164534772.427689
2063,V832,158375731.26267353
2064,V832,152351944.85057357
2014,V833,273658260
2015,V833,276520121.94462484
2016,V833,279373161.40998226
2017,V833,282152009.53986907
2018,V833,284854287.5943441
2019,V833,287349174.18451273
2020,V833,289825745.22656286
2021,V833,292227124.55948424
2022,V833,294568652.3924647
2023,V833,296809681.9998341
2024,V833,298815131.5449692
2025,V833,300682635.7267865
2026,V833,302347055.2175275
2027,V833,304185161.40730786
2028,V833,305972560.3164426
2029,V833,307464641.9265697
2030,V833,308982597.4082756
2031,V833,310184480.23659337
2032,V833,311175114.74811
2033,V833,312427701.0639423
2034,V833,313547740.731176
2035,V833,314577767.00232244
2036,V833,315116500.72493696
2037,V833,315892988.662485
2038,V833,316558854.661959
2039,V833,316900755.7743349
2040,V833,317355314.88463295
2041,V833,317693061.35101694
2042,V833,317908912.13337773
2043,V833,317947622.6936053
2044,V833,317873070.7092372
2045,V833,317740743.00363964
2046,V833,317480679.70260036
2047,V833,317113493.2243264
2048,V833,316609281.6507713
2049,V833,315875433.617756
2050,V833,315108817.8126871
2051,V833,314277841.9464297
2052,V833,313249534.7310362
2053,V833,311917973.2262343
2054,V833,310749055.6537225
2055,V833,309368890.4686983
2056,V833,307750373.4150225
2057,V833,306226448.3005274
2058,V833,304625477.9545634
2059,V833,302863814.3272433
2060,V833,301056222.37212807
2061,V833,299100700.35773194
2062,V833,297094151.9843676
2063,V833,294705865.81356865
2064,V833,292382473.30015284
2014,V834,273658260
2015,V834,276297109.72874844
2016,V834,278686008.6520634
2017,V834,280759494.1875298
2018,V834,282509838.3900412
2019,V834,283867401.2585105
2020,V834,284952488.432173
2021,V834,285660378.50369745
2022,V834,286048254.9294676
2023,V834,286106839.68914276
2024,V834,285295910.35565996
2025,V834,284652165.66889656
2026,V834,283515466.63666546
2027,V834,281972011.6327812
2028,V834,280170749.8066598
2029,V834,278177405.67942697
2030,V834,275662039.6805805
2031,V834,272710159.21445096
2032,V834,269481481.25203115
2033,V834,265818980.90329966
2034,V834,261082558.2261513
2035,V834,256445470.94843104
2036,V834,251637440.78962818
2037,V834,246490325.21174967
2038,V834,241022709.17345664
2039,V834,235106622.13898504
2040,V834,228797412.38851947
2041,V834,222464112.26906434
2042,V834,215984421.26141682
2043,V834,209053692.7333191
2044,V834,202122689.77865723
2045,V834,194906831.253153
2046,V834,187890010.56368098
2047,V834,180412559.8522794
2048,V834,173294264.37914288
2049,V834,166045758.37512872
2050,V834,158852491.4458474
2051,V834,151751782.91748407
2052,V834,144689159.19123897
2053,V834,137910014.23539126
2054,V834,131276351.21005669
2055,V834,124843680.325737
2056,V834,118619725.79697949
2057,V834,112443938.10871178
2058,V834,106633535.24832532
2059,V834,100988638.39206453
2060,V834,95575443.32328954
2061,V834,90356864.99460769
2062,V834,85316345.98301321
2063,V834,80385960.44447616
2064,V834,75716922.2029912
2014,V835,273658260
2015,V835,276068269.13221294
2016,V835,278272348.4498437
2017,V835,280066305.0748179
2018,V835,281441349.8445459
2019,V835,282217717.1520941
2020,V835,282710050.7296702
2021,V835,282778127.92853177
2022,V835,282427905.79908514
2023,V835,281627112.3727605
2024,V835,280412563.5447326
2025,V835,278501444.0139995
2026,V835,276273225.46934175
2027,V835,273538004.98816895
2028,V835,270513647.15131086
2029,V835,267237092.07524246
2030,V835,263620054.57015592
2031,V835,259435826.17722353
2032,V835,255096005.751417
2033,V835,250467007.98446274
2034,V835,245515647.62302417
2035,V835,240244149.82250318
2036,V835,234731781.64777538
2037,V835,228983297.36967346
2038,V835,222915678.15526265
2039,V835,216781412.71844637
2040,V835,210299007.09632194
2041,V835,203826694.73059872
2042,V835,197301802.349246
2043,V835,190573375.33222893
2044,V835,183865788.26061457
2045,V835,177064424.87840047
2046,V835,170299063.68940958
2047,V835,163540118.4254887
2048,V835,156831922.11147463
2049,V835,150347351.49330935
2050,V835,143956803.03022817
2051,V835,137917797.66654885
2052,V835,132047211.22924064
2053,V835,126354942.59463535
2054,V835,120818747.43616363
2055,V835,115436463.11587079
2056,V835,110054490.5571928
2057,V835,105016594.627395
2058,V835,100144373.73540826
2059,V835,95432364.6665846
2060,V835,90879329.67035352
2061,V835,86474865.82489026
2062,V835,82229419.06402671
2063,V835,78141199.67708173
2064,V835,74206569.96306883
2014,V836,273658260
2015,V836,276749472.2059398
2016,V836,279844167.17626303
2017,V836,282973473.97942835
2018,V836,286291109.8473202
2019,V836,289434321.99579436
2020,V836,292812070.2744986
2021,V836,296537701.46282625
2022,V836,300189515.12948984
2023,V836,303844105.7458203
2024,V836,307916216.57527393
2025,V836,312127110.30292374
2026,V836,316469862.67911696
2027,V836,320948343.7055464
2028,V836,325483722.53018886
2029,V836,329896650.7627972
2030,V836,334135921.28005344
2031,V836,338306725.01678336
2032,V836,342389010.63882047
2033,V836,346365026.1455491
2034,V836,350495981.049566
2035,V836,354464373.605948
2036,V836,358265991.2399803
2037,V836,361886617.91595036
2038,V836,365670818.98605615
2039,V836,369360232.13141257
2040,V836,372648970.20570016
2041,V836,376085614.7172669
2042,V836,379465550.67990863
2043,V836,381984532.47135925
2044,V836,384957697.69578743
2045,V836,387993032.096944
2046,V836,390909738.9645835
2047,V836,393346478.21154237
2048,V836,395901313.2542342
2049,V836,398226318.0475508
2050,V836,400469782.77780324
2051,V836,402251310.35122997
2052,V836,404273537.45177823
2053,V836,406255664.5922207
2054,V836,408115169.0068517
2055,V836,409816223.03201014
2056,V836,411258508.9880096
2057,V836,412687911.53386825
2058,V836,413679267.28066707
2059,V836,414813086.372403
2060,V836,415749730.1724356
2061,V836,415865157.1147678
2062,V836,416546561.9894121
2063,V836,416468140.87570083
2064,V836,416779072.85807633
2014,V837,273658260
2015,V837,276509060.2318693
2016,V837,279597315.60635155
2017,V837,282605067.6506882
2018,V837,285814761.4876144
2019,V837,289082316.7321446
2020,V837,292408880.0196848
2021,V837,295652210.919551
2022,V837,298973470.5020614
2023,V837,301876413.05194926
2024,V837,304701628.3325791
2025,V837,307251131.0352552
2026,V837,309126064.6446729
2027,V837,311072422.35262483
2028,V837,312371480.5536924
2029,V837,313682956.1569998
2030,V837,314752309.7639501
2031,V837,314713084.1458704
2032,V837,315161787.3582435
2033,V837,315248007.67201656
2034,V837,314932771.0521024
2035,V837,314444890.7422033
2036,V837,313552881.80158
2037,V837,312445278.02687436
2038,V837,310826587.4254157
2039,V837,309031294.7554722
2040,V837,306976648.0012526
2041,V837,304669062.8517843
2042,V837,301759289.47811204
2043,V837,298892891.9425441
2044,V837,295762321.30329746
2045,V837,292338148.5195478
2046,V837,288675908.336768
2047,V837,284793564.30781484
2048,V837,280499596.6045541
2049,V837,276170906.7175088
2050,V837,271462192.3947122
2051,V837,266702316.28990582
2052,V837,261597492.4236178
2053,V837,256522862.40049487
2054,V837,251118289.01180324
2055,V837,245748904.8056967
2056,V837,239968977.37923995
2057,V837,234298536.6874729
2058,V837,228591773.48582768
2059,V837,222786033.347652
2060,V837,216787871.4424233
2061,V837,210612457.9844041
2062,V837,204522194.52715975
2063,V837,198488112.75994298
2064,V837,192424199.41484475
2014,V838,273658260
2015,V838,276531676.65159535
2016,V838,279010069.1538944
2017,V838,281628354.8221019
2018,V838,284114087.6949159
2019,V838,286458091.2379027
2020,V838,288461947.25497156
2021,V838,290481621.6259693
2022,V838,292301181.01216346
2023,V838,294065726.40141475
2024,V838,295425419.3545854
2025,V838,296677498.6729188
2026,V838,297971904.61526126
2027,V838,298960575.7531545
2028,V838,299517837.9233265
2029,V838,299391645.2236643
2030,V838,299115236.6448223
2031,V838,298461526.1449187
2032,V838,297525460.9429371
2033,V838,295988476.3083383
2034,V838,293871140.1816993
2035,V838,291906119.7217791
2036,V838,289613163.66108686
2037,V838,286824749.0518485
2038,V838,283586672.1251672
2039,V838,280111916.25880265
2040,V838,276377719.6326289
2041,V838,272417402.8839439
2042,V838,268259862.22524428
2043,V838,263393653.91303286
2044,V838,258726296.0765385
2045,V838,253868295.2446036
2046,V838,248789893.41960925
2047,V838,243300325.08707744
2048,V838,237795284.49099347
2049,V838,231695615.8631512
2050,V838,225798893.70141408
2051,V838,219896178.58862677
2052,V838,213877851.4101367
2053,V838,207613761.48020336
2054,V838,201378786.75514835
2055,V838,195312313.42087454
2056,V838,189345676.52690265
2057,V838,183483807.9056942
2058,V838,177710792.6617699
2059,V838,172019075.7029785
2060,V838,166332060.91874698
2061,V838,160846806.58912647
2062,V838,155461248.93862897
2063,V838,150106149.60481086
2064,V838,144887370.12091488
2014,V839,273658260
2015,V839,276339387.26313144
2016,V839,278366173.7386833
2017,V839,280222409.65511686
2018,V839,281754403.0597973
2019,V839,282997071.46908796
2020,V839,283986002.6505178
2021,V839,284563384.93593174
2022,V839,284464284.00839806
2023,V839,284382578.7269072
2024,V839,283747762.4707519
2025,V839,282889653.5050799
2026,V839,281686299.2061105
2027,V839,280185047.7356393
2028,V839,278291023.555718
2029,V839,275795722.367233
2030,V839,273282883.24367785
2031,V839,270294121.3854167
2032,V839,266982660.1013829
2033,V839,263471643.18361476
2034,V839,259742591.10621315
2035,V839,255723181.46390146
2036,V839,251459082.16155946
2037,V839,246900873.8640998
2038,V839,242161410.6757421
2039,V839,237207663.30659404
2040,V839,231875033.76317903
2041,V839,226519555.2355856
2042,V839,221029150.68593812
2043,V839,215393199.8470693
2044,V839,209487030.89465237
2045,V839,203617241.62335306
2046,V839,197433052.41295907
2047,V839,191395557.22082973
2048,V839,185273730.6258564
2049,V839,179061950.66813362
2050,V839,172779433.00861284
2051,V839,166338650.37136742
2052,V839,160025326.63340712
2053,V839,153575330.54672974
2054,V839,147279680.51993674
2055,V839,141016512.9441516
2056,V839,134814770.81569138
2057,V839,128544830.30738766
2058,V839,122442682.46866043
2059,V839,116504581.8093429
2060,V839,110664585.69629106
2061,V839,104895046.2124467
2062,V839,99334021.77807629
2063,V839,93897782.09351777
2064,V839,88634592.56065898
2014,V840,273658260
2015,V840,276167579.8646483
2016,V840,278616236.13825727
2017,V840,280627346.4767801
2018,V840,282150499.75965416
2019,V840,283614332.0496483
2020,V840,284883813.1586436
2021,V840,285762740.306625
2022,V840,286071267.70627606
2023,V840,286413629.02862793
2024,V840,286333013.82388026
2025,V840,285692449.01688963
2026,V840,284108426.731092
2027,V840,282361595.14171773
2028,V840,279992666.78994536
2029,V840,277074648.65241313
2030,V840,273496994.09731674
2031,V840,269640569.80357474
2032,V840,265238271.1778716
2033,V840,260489416.89005288
2034,V840,255163275.07550332
2035,V840,249501074.01929602
2036,V840,243432559.90216392
2037,V840,236797477.01959172
2038,V840,230091188.40076908
2039,V840,223259733.67691958
2040,V840,216210943.61686897
2041,V840,208796503.30388936
2042,V840,201387675.2884959
2043,V840,193824651.6267648
2044,V840,186188963.8054588
2045,V840,178375253.91661903
2046,V840,170650506.8544474
2047,V840,162876636.726761
2048,V840,155186010.0108229
2049,V840,147353880.73944294
2050,V840,139819849.15263483
2051,V840,132302579.4854987
2052,V840,124986978.09685537
2053,V840,117863241.00896999
2054,V840,110605173.53296334
2055,V840,103933899.48244227
2056,V840,97514187.66168275
2057,V840,91389611.61849758
2058,V840,85535880.1882625
2059,V840,79943198.5114215
2060,V840,74620111.69481435
2061,V840,69550374.51559688
2062,V840,64749012.54750446
2063,V840,60165198.70179333
2064,V840,55816559.45678653
2014,V841,273658260
2015,V841,276212010.8918549
2016,V841,278707070.7115779
2017,V841,280899581.4543821
2018,V841,282672519.4900557
2019,V841,284353439.2972532
2020,V841,285374310.1377016
2021,V841,286507572.9398269
2022,V841,287155401.34142864
2023,V841,287597004.13934386
2024,V841,287865606.0609925
2025,V841,287571264.7813065
2026,V841,287100550.35177886
2027,V841,286394595.5865797
2028,V841,285045243.4624921
2029,V841,283019164.3401671
2030,V841,280725333.05215394
2031,V841,277998558.9517759
2032,V841,274824351.23037165
2033,V841,271324755.90849096
2034,V841,267305865.27057102
2035,V841,262729415.21608981
2036,V841,257961690.48384497
2037,V841,252997412.033967
2038,V841,247973800.03232005
2039,V841,242716948.80853134
2040,V841,237366667.43293718
2041,V841,232326243.03202486
2042,V841,227104242.06903863
2043,V841,221894357.34042948
2044,V841,216794351.5232648
2045,V841,211790703.69213712
2046,V841,206717380.02035645
2047,V841,201631651.3940187
2048,V841,196694229.29825687
2049,V841,191750745.39590964
2050,V841,186926609.49382156
2051,V841,181986177.99775615
2052,V841,177223359.4064265
2053,V841,172481653.31654587
2054,V841,167787012.16346037
2055,V841,163195095.81740308
2056,V841,158560877.60468367
