STATE_ABBR,EVAL_GRP_YEAR,UNITCD,UNIT,SELECT_WHITE_OAK_GROWTH,SELECT_WHITE_OAK_MORTALITY,SELECT_WHITE_OAK_REMOVAL
AL,1972,1,101,266697,0,375788
AL,1972,2,102,4933580,0,4951213
AL,1972,3,103,4626071,308737,3101707
AL,1972,4,104,5895531,297745,2887078
AL,1972,5,105,5328727,512444,1743946
AL,1972,6,106,7796687,206704,1469666
AL,1982,1,101,735354,0,564877
AL,1982,2,102,5284767,318906,5386375
AL,1982,3,103,6156079,619825,3173958
AL,1982,4,104,5552063,506992,3397569
AL,1982,5,105,8234694,490802,5199810
AL,1982,6,106,6409487,548161,4253687
AL,1990,1,101,1123113,96208,890575
AL,1990,2,102,4260583,394359,4530157
AL,1990,3,103,7769678,475821,5620911
AL,1990,4,104,7332343,1932141,6546977
AL,1990,5,105,13911798,408836,5187961
AL,1990,6,106,10667715,462717,5967668
AL,2000,1,101,515073,78685,1557144
AL,2000,2,102,5212588,795235,4239310
AL,2000,3,103,9222632,1311098,8026874
AL,2000,4,104,7153179,808894,8540185
AL,2000,5,105,14281008,1806179,7736308
AL,2000,6,106,12884049,821939,5932926
AL,2003,1,101,493815,0,171925
AL,2003,2,102,2290214,349014,5070288
AL,2003,3,103,7752863,1389206,6843301
AL,2003,4,104,10180372,332116,5815348
AL,2003,5,105,13431480,4007925,13499002
AL,2003,6,106,9247054,2104567,8292244
AL,2004,1,101,561299,0,378932
AL,2004,2,102,4452735,367162,4105983
AL,2004,3,103,7232082,1769338,7629090
AL,2004,4,104,9163976,1114322,4928388
AL,2004,5,105,13145768,3013449,10652068
AL,2004,6,106,8923075,1764372,8797485
AL,2005,1,101,486678,0,299022
AL,2005,2,102,4491536,576260,5123792
AL,2005,3,103,7335459,1439500,7092970
AL,2005,4,104,9228994,877924,5050978
AL,2005,5,105,12596632,3864102,8933438
AL,2005,6,106,9526255,1428004,8627342
AL,2006,1,101,411240,0,246876
AL,2006,2,102,4850787,569508,5149977
AL,2006,3,103,7481717,2250231,7622511
AL,2006,4,104,8344861,815450,5730283
AL,2006,5,105,12665865,3552447,6141360
AL,2006,6,106,9646434,1406921,9739613
AL,2007,1,101,365401,0,242067
AL,2007,2,102,5334996,627399,4292808
AL,2007,3,103,6914325,2471312,8618751
AL,2007,4,104,8359698,719934,4040462
AL,2007,5,105,11818182,4731831,7937824
AL,2007,6,106,10043625,988739,9729872
AL,2008,1,101,358129,0,238200
AL,2008,2,102,3520577,2351507,3371811
AL,2008,3,103,7976673,1665378,7901033
AL,2008,4,104,7776215,1075990,3243476
AL,2008,5,105,13111406,3201630,5357011
AL,2008,6,106,10551381,992037,6529825
AL,2009,1,101,270419,92181,240506
AL,2009,2,102,3372041,2571584,3425230
AL,2009,3,103,6183194,2989507,6919012
AL,2009,4,104,7641772,1514156,2945733
AL,2009,5,105,13391984,3317116,3665260
AL,2009,6,106,11132789,386638,7820396
AL,2010,1,101,189086,177672,50546
AL,2010,2,102,2193333,2854291,5849389
AL,2010,3,103,4752552,3721742,6905368
AL,2010,4,104,8025184,982850,2526868
AL,2010,5,105,13868147,3296986,3545622
AL,2010,6,106,11163778,392949,5738458
AL,2011,1,101,188887,177948,50708
AL,2011,2,102,2110012,2825324,6098078
AL,2011,3,103,4711604,3665684,6308801
AL,2011,4,104,7540269,1458615,1796742
AL,2011,5,105,13508595,3305835,3009073
AL,2011,6,106,12559261,467280,6872965
AL,2012,1,101,325612,168264,118264
AL,2012,2,102,2302281,2375719,4774689
AL,2012,3,103,4635928,3587588,5676695
AL,2012,4,104,7421971,1458011,2445100
AL,2012,5,105,15258997,1952600,3060994
AL,2012,6,106,12421352,656680,6083710
AL,2013,1,101,344594,167479,74500
AL,2013,2,102,2149895,2613194,4851889
AL,2013,3,103,5271634,2805821,5233962
AL,2013,4,104,7281094,1590721,3309798
AL,2013,5,105,14183890,2437598,3431443
AL,2013,6,106,11882092,1482482,4365941
AL,2014,1,101,340554,184637,149926
AL,2014,2,102,2390377,2592620,4326982
AL,2014,3,103,5131067,3451760,4591683
AL,2014,4,104,7204445,1798705,3057905
AL,2014,5,105,15555189,864655,2002036
AL,2014,6,106,12164558,1448580,6309990
AL,2015,1,101,339200,184013,149418
AL,2015,2,102,3671160,1263220,5013505
AL,2015,3,103,5277422,3570150,3071920
AL,2015,4,104,7767550,1428994,4233935
AL,2015,5,105,16129686,920030,2193081
AL,2015,6,106,11348976,2069563,5337000
AL,2016,1,101,440269,82976,147453
AL,2016,2,102,3972119,940571,4967160
AL,2016,3,103,8184275,1182105,3110143
AL,2016,4,104,8342023,1410014,5292777
AL,2016,5,105,14831323,1228055,2949330
AL,2016,6,106,11259331,2539949,4256639
AL,2017,1,101,547036,0,145447
AL,2017,2,102,4302004,790972,2940293
AL,2017,3,103,9110695,863601,2327909
AL,2017,4,104,9422419,853163,5831311
AL,2017,5,105,14603650,1473219,3718029
AL,2017,6,106,11607168,2551023,4261698
AR,1978,1,501,2978536,0,1997796
AR,1978,2,502,1104392,253945,746285
AR,1978,3,503,17360735,1075626,17001646
AR,1978,4,504,5307860,512930,4240857
AR,1978,5,505,11279177,1275924,7411458
AR,1988,1,501,1834500,356484,2314395
AR,1988,2,502,1051884,318597,520491
AR,1988,3,503,17899506,1710780,16189506
AR,1988,4,504,6260513,790962,5232171
AR,1988,5,505,26218487,2791037,7420676
AR,1995,1,501,2419533,64572,506509
AR,1995,2,502,2272575,0,2189069
AR,1995,3,503,17474499,1823191,18783270
AR,1995,4,504,7476643,174710,3650586
AR,1995,5,505,24033833,1803421,8920310
AR,2005,1,501,2808514,388153,542891
AR,2005,2,502,1832110,198371,1770235
AR,2005,3,503,16670303,2513711,13886101
AR,2005,4,504,6421109,328655,4622109
AR,2005,5,505,32227117,3625173,19125496
AR,2009,1,501,2688371,250162,2280451
AR,2009,2,502,1481776,1062707,976875
AR,2009,3,503,15549222,2360557,12772205
AR,2009,4,504,11166459,2995672,5342504
AR,2009,5,505,42083294,4566709,18099221
AR,2010,1,501,3035592,283511,3407274
AR,2010,2,502,1630655,1051756,834496
AR,2010,3,503,15052772,2245543,14546697
AR,2010,4,504,11451912,2944104,4590237
AR,2010,5,505,38674677,6139885,17978994
AR,2011,1,501,3021956,276676,4176251
AR,2011,2,502,1382173,1047016,834496
AR,2011,3,503,15907152,2693925,13124999
AR,2011,4,504,12956964,1525744,2052934
AR,2011,5,505,35924248,6891060,19401113
AR,2012,1,501,2595875,905861,4114234
AR,2012,2,502,1757142,527094,37085
AR,2012,3,503,16396374,2597937,14252867
AR,2012,4,504,13523359,1623552,1147603
AR,2012,5,505,33161884,9062318,14293589
AR,2013,1,501,2561882,829970,4150041
AR,2013,2,502,1904539,518806,36514
AR,2013,3,503,15143177,2688007,11211345
AR,2013,4,504,13671062,2138232,1169916
AR,2013,5,505,31208294,11573062,14906327
AR,2014,1,501,2703641,745244,3218618
AR,2014,2,502,1524262,353950,1091776
AR,2014,3,503,14787909,2378709,12121850
AR,2014,4,504,14935385,2318178,1384880
AR,2014,5,505,20590042,18974301,13841400
AR,2015,1,501,3388340,668642,1995266
AR,2015,2,502,1680127,219375,1069827
AR,2015,3,503,13595614,2770615,8234542
AR,2015,4,504,14900563,2319583,3339085
AR,2015,5,505,19100976,21029479,11068737
AR,2016,1,501,3161150,686217,943917
AR,2016,2,502,1932037,222536,1085341
AR,2016,3,503,13500542,2478031,10573901
AR,2016,4,504,14223471,2899238,3332981
AR,2016,5,505,16605587,21550945,11041867
CT,1985,1,901,367401,1643161,2117305
CT,1998,1,901,1470551,1045948,1651178
CT,2006,1,901,3204875,208767,1817961
CT,2007,1,901,3813263,178911,1707110
CT,2008,1,901,6481422,3668205,3458090
CT,2009,1,901,4607890,2561938,2449213
CT,2010,1,901,4501026,1886099,1791856
CT,2011,1,901,5581044,1483567,1389695
CT,2012,1,901,5487554,1214919,1135327
CT,2013,1,901,5572384,408216,565158
CT,2014,1,901,5400344,161976,983510
CT,2015,1,901,5631613,132003,1399511
CT,2016,1,901,5403509,346382,1824878
DE,1986,1,1001,1213879,220833,1232416
DE,1999,1,1001,1233256,721569,817013
DE,2006,1,1001,1860085,21796,469673
DE,2008,1,1001,2660605,15777,597186
DE,2010,1,1001,871701,547385,917864
DE,2011,1,1001,762504,448073,1449954
DE,2012,1,1001,1018638,422215,1226469
DE,2013,1,1001,1451562,367255,1090545
DE,2014,1,1001,1697518,218226,1120075
DE,2015,1,1001,1706216,167601,1525024
DE,2016,1,1001,1611478,168750,1330557
FL,1970,1,1201,51438,181100,485100
FL,1970,2,1202,538300,98800,428400
FL,1970,3,1203,2700,0,0
FL,1970,4,1204,0,0,0
FL,1980,1,1201,87390,0,510755
FL,1980,2,1202,491368,128215,95931
FL,1980,3,1203,47693,0,108251
FL,1980,4,1204,0,0,0
FL,1987,1,1201,359200,165100,290100
FL,1987,2,1202,535800,151900,206200
FL,1987,3,1203,34000,0,0
FL,1987,4,1204,0,0,0
FL,1995,1,1201,285264,0,195742
FL,1995,2,1202,582435,259797,593498
FL,1995,3,1203,42900,0,0
FL,1995,4,1204,0,0,0
FL,2005,1,1201,247590,0,152013
FL,2005,2,1202,90631,465544,211820
FL,2005,3,1203,0,0,0
FL,2005,4,1204,0,0,0
FL,2007,1,1201,239666,0,86214
FL,2007,2,1202,44591,417920,197405
FL,2007,3,1203,0,0,0
FL,2007,4,1204,0,0,0
FL,2010,1,1201,-159680,269797,0
FL,2010,2,1202,-521719,1218944,217675
FL,2010,3,1203,0,0,0
FL,2010,4,1204,0,0,0
FL,2011,1,1201,-67474,165691,0
FL,2011,2,1202,-269116,787368,1200735
FL,2011,3,1203,0,0,0
FL,2011,4,1204,0,0,0
FL,2012,1,1201,-33556,126569,0
FL,2012,2,1202,8000,578762,1025459
FL,2012,3,1203,0,0,0
FL,2012,4,1204,0,0,0
FL,2013,1,1201,-27137,102140,0
FL,2013,2,1202,12469,457908,828796
FL,2013,3,1203,0,0,0
FL,2013,4,1204,0,0,0
FL,2014,1,1201,75821,0,0
FL,2014,2,1202,222845,183490,792255
FL,2014,3,1203,0,0,0
FL,2014,4,1204,0,0,0
FL,2015,1,1201,162792,0,0
FL,2015,2,1202,637066,0,783589
FL,2015,3,1203,0,0,0
FL,2015,4,1204,0,0,0
GA,1972,1,1301,1637779,307800,999479
GA,1972,2,1302,852081,261500,296320
GA,1972,3,1303,10537420,1007248,2499169
GA,1972,4,1304,10081227,243200,4628755
GA,1972,5,1305,7544730,737000,5535234
GA,1982,1,1301,1594402,0,1336404
GA,1982,2,1302,1038544,100149,378132
GA,1982,3,1303,12059966,245564,5223114
GA,1982,4,1304,11090214,699945,3865617
GA,1982,5,1305,8096891,0,2553287
GA,1989,1,1301,1570961,95513,1364812
GA,1989,2,1302,587821,369897,607085
GA,1989,3,1303,13707948,1006737,12799329
GA,1989,4,1304,11615646,1011840,6161455
GA,1989,5,1305,8352211,479085,5086133
GA,1997,1,1301,1355476,118300,1571309
GA,1997,2,1302,937242,0,1385401
GA,1997,3,1303,12243863,1492597,10456849
GA,1997,4,1304,18422723,1858652,8716268
GA,1997,5,1305,10213419,1379261,1501013
GA,2004,1,1301,474194,472248,6632704
GA,2004,2,1302,425080,351306,490765
GA,2004,3,1303,12252384,4202481,6708569
GA,2004,4,1304,16615374,147622,5724899
GA,2004,5,1305,11682196,5708150,2714803
GA,2005,1,1301,425674,484851,6217943
GA,2005,2,1302,363563,341322,414569
GA,2005,3,1303,14056774,1633739,6903502
GA,2005,4,1304,16163084,159001,10560114
GA,2005,5,1305,11062669,5509600,3530775
GA,2006,1,1301,29038,483297,445620
GA,2006,2,1302,-1124079,1702307,398204
GA,2006,3,1303,14920377,1509256,6467969
GA,2006,4,1304,16012210,169902,10614640
GA,2006,5,1305,9460671,5301075,3332038
GA,2007,1,1301,515143,51151,138929
GA,2007,2,1302,-1209886,1639723,383363
GA,2007,3,1303,15650418,1547402,7623909
GA,2007,4,1304,17545825,263647,9742346
GA,2007,5,1305,13440550,1367173,3327777
GA,2008,1,1301,487502,49717,133432
GA,2008,2,1302,-1092367,1602366,221266
GA,2008,3,1303,14412353,1795178,5403236
GA,2008,4,1304,19188587,294783,8704213
GA,2008,5,1305,13697361,736437,4286695
GA,2009,1,1301,457338,48233,486435
GA,2009,2,1302,-1061061,1542136,212949
GA,2009,3,1303,13669764,2363327,4340752
GA,2009,4,1304,18673050,309463,7193850
GA,2009,5,1305,11346278,2650055,5578742
GA,2010,1,1301,467357,16299,480391
GA,2010,2,1302,-1072974,1542136,0
GA,2010,3,1303,14369546,2267221,4425604
GA,2010,4,1304,19054187,1059571,3562890
GA,2010,5,1305,10836749,3369267,3158884
GA,2011,1,1301,589312,16131,475445
GA,2011,2,1302,409499,87829,630401
GA,2011,3,1303,15825332,2237999,5213753
GA,2011,4,1304,18893216,1227623,3510883
GA,2011,5,1305,10703032,4126156,3005608
GA,2012,1,1301,657589,0,390574
GA,2012,2,1302,543997,0,677180
GA,2012,3,1303,14915133,2691144,5495182
GA,2012,4,1304,19025385,1529204,4337711
GA,2012,5,1305,10504414,4616086,3963386
GA,2013,1,1301,844390,0,387984
GA,2013,2,1302,567712,0,843792
GA,2013,3,1303,15784916,1506900,5966609
GA,2013,4,1304,17543711,1912483,4648474
GA,2013,5,1305,11037234,4799162,2907816
GA,2014,1,1301,805427,0,0
GA,2014,2,1302,609634,0,873364
GA,2014,3,1303,15435661,1348360,8346482
GA,2014,4,1304,17259132,2365746,5001916
GA,2014,5,1305,13156161,2857219,2286648
GA,2015,1,1301,822731,0,30876
GA,2015,2,1302,633050,0,878637
GA,2015,3,1303,15213524,1185575,9253876
GA,2015,4,1304,16699902,2523400,6201653
GA,2015,5,1305,14505581,2075242,2369523
IA,1990,1,1901,1671755,342013,1797583
IA,1990,2,1902,2381330,360146,1304494
IA,1990,3,1903,318668,74923,98122
IA,1990,4,1904,133969,60208,118899
IA,2003,1,1901,8658850,160749,1873721
IA,2003,2,1902,6461335,560167,911812
IA,2003,3,1903,3529875,371273,0
IA,2003,4,1904,1339160,0,1338258
IA,2004,1,1901,489398,267828,0
IA,2004,2,1902,4015033,213576,0
IA,2004,4,1904,404941,101435,0
IA,2005,1,1901,13444049,1000700,3495226
IA,2005,2,1902,2995944,2268031,0
IA,2005,3,1903,3031678,28244,152979
IA,2005,4,1904,541486,47323,0
IA,2006,1,1901,11366256,872353,4460137
IA,2006,2,1902,3148605,1667964,463277
IA,2006,3,1903,2255646,16440,89193
IA,2006,4,1904,348413,27591,0
IA,2007,1,1901,7649923,717053,4228663
IA,2007,2,1902,3244284,2175269,3013743
IA,2007,3,1903,1773211,265754,52445
IA,2007,4,1904,271886,25050,0
IA,2008,1,1901,6280334,1419991,3834220
IA,2008,2,1902,4909258,1538486,3320906
IA,2008,3,1903,1818504,356716,38993
IA,2008,4,1904,292230,17798,0
IA,2009,1,1901,6022919,1818881,3732158
IA,2009,2,1902,4769180,1834779,2627281
IA,2009,3,1903,965960,272571,45061
IA,2009,4,1904,382714,0,1327990
IA,2010,1,1901,580892,2640437,2605305
IA,2010,2,1902,5581203,1202993,2633047
IA,2010,3,1903,992388,273351,0
IA,2010,4,1904,423817,0,1422846
IA,2011,1,1901,483854,2567250,1372108
IA,2011,2,1902,5708747,1267882,2273769
IA,2011,3,1903,1017707,285759,0
IA,2011,4,1904,451068,0,1532297
IA,2012,1,1901,580521,2791557,751660
IA,2012,2,1902,6433858,568126,123828
IA,2012,3,1903,1258537,71372,0
IA,2012,4,1904,451068,0,1532297
IA,2013,1,1901,2618963,1571437,711589
IA,2013,2,1902,6088074,646394,129431
IA,2013,3,1903,1251170,71372,0
IA,2013,4,1904,411970,0,1659988
IA,2014,1,1901,2759352,1557281,626742
IA,2014,2,1902,4922962,1450512,169338
IA,2014,3,1903,1396670,115106,0
IA,2014,4,1904,324374,0,1251851
IA,2015,1,1901,2267854,2008380,652065
IA,2015,2,1902,5151002,1235662,442171
IA,2015,3,1903,1465752,115106,559090
IA,2016,1,1901,5072888,1622133,465089
IA,2016,2,1902,3779008,2212811,531523
IA,2016,3,1903,1428423,228178,516083
IA,2017,1,1901,3891765,2657938,2314396
IA,2017,2,1902,2927424,3027505,539885
IA,2017,3,1903,1395515,228636,516083
IL,1985,1,1701,2565496,177676,0
IL,1985,2,1702,6213115,490217,0
IL,1985,3,1703,7735540,750501,0
IL,1998,1,1701,2683802,916833,930425
IL,1998,2,1702,6840843,1565762,2425913
IL,1998,3,1703,6736631,2596770,2554671
IL,2006,1,1701,4517409,5028147,1604849
IL,2006,2,1702,10441426,111781,0
IL,2006,3,1703,11899351,195112,9480144
IL,2007,1,1701,3067802,2808651,2517254
IL,2007,2,1702,4911927,79467,0
IL,2007,3,1703,10467797,434996,5541741
IL,2008,1,1701,2231779,4448884,1629384
IL,2008,2,1702,4702395,471692,2541908
IL,2008,3,1703,7986685,1007842,4398903
IL,2009,1,1701,3519070,2118665,1983164
IL,2009,2,1702,4623669,1347169,4732068
IL,2009,3,1703,8386387,967103,3300313
IL,2010,1,1701,3892856,1457153,1647232
IL,2010,2,1702,4256830,1578891,3940701
IL,2010,3,1703,7732080,1630452,4949275
IL,2011,1,1701,3928195,1080399,1005317
IL,2011,2,1702,4023548,1740724,4502317
IL,2011,3,1703,6275221,2409234,3134666
IL,2012,1,1701,3541986,1348717,412830
IL,2012,2,1702,4407925,2666075,5004934
IL,2012,3,1703,5432899,2350085,4605248
IL,2013,1,1701,3593985,1168545,980026
IL,2013,2,1702,3127398,3813638,4430247
IL,2013,3,1703,6023371,2020024,5521892
IL,2014,1,1701,3752814,1477957,1074899
IL,2014,2,1702,2449843,4351101,2202899
IL,2014,3,1703,7977339,1923091,6232409
IL,2015,1,1701,3497617,1779532,640586
IL,2015,2,1702,3105656,3678321,2312516
IL,2015,3,1703,6062947,3831076,6333678
IL,2016,1,1701,3798013,1299781,640586
IL,2016,2,1702,3141031,3609027,2271231
IL,2016,3,1703,5280647,4510429,4073912
IN,1986,1,1801,2048922,258745,971877
IN,1986,2,1802,5827612,657404,2682498
IN,1986,3,1803,1426241,170064,585091
IN,1986,4,1804,2629614,178273,1708809
IN,1998,1,1801,2144652,324524,1442599
IN,1998,2,1802,6315715,1264397,2997563
IN,1998,3,1803,1936956,388043,931106
IN,1998,4,1804,4646362,1531642,1231898
IN,2003,1,1801,6281215,0,5709181
IN,2003,2,1802,16170743,62755,5877540
IN,2003,3,1803,1056436,0,0
IN,2003,4,1804,-12753738,2426530,4257961
IN,2004,1,1801,11123225,207019,0
IN,2004,2,1802,12456634,272044,4759397
IN,2004,3,1803,1145520,0,0
IN,2004,4,1804,1964798,759461,0
IN,2005,1,1801,7933694,97436,2436174
IN,2005,2,1802,13830475,382468,6608296
IN,2005,3,1803,4974852,0,0
IN,2005,4,1804,6354802,517478,3651458
IN,2006,1,1801,5350548,568112,1634851
IN,2006,2,1802,13628286,718811,7485878
IN,2006,3,1803,3547345,0,0
IN,2006,4,1804,5219984,322279,2538236
IN,2007,1,1801,4857098,509135,1499729
IN,2007,2,1802,12157031,1374902,6370157
IN,2007,3,1803,3025533,31156,0
IN,2007,4,1804,5098605,255865,2412420
IN,2008,1,1801,4323489,414937,945834
IN,2008,2,1802,11953929,1784310,7358139
IN,2008,3,1803,2925255,22089,0
IN,2008,4,1804,4819768,253178,2183496
IN,2009,1,1801,3074026,361088,2037091
IN,2009,2,1802,9900691,2595948,6664697
IN,2009,3,1803,2971420,16368,0
IN,2009,4,1804,4659283,106141,1801676
IN,2010,1,1801,3227486,361088,2060063
IN,2010,2,1802,8567480,3041089,5380537
IN,2010,3,1803,1877123,16740,0
IN,2010,4,1804,3078933,48863,871789
IN,2011,1,1801,3360472,0,3975637
IN,2011,2,1802,8706074,2758324,3415944
IN,2011,3,1803,1955808,17581,0
IN,2011,4,1804,3079827,49810,702441
IN,2012,1,1801,2536103,425302,3550518
IN,2012,2,1802,8474731,2103864,3018411
IN,2012,3,1803,1644902,175953,0
IN,2012,4,1804,3314658,73498,12234
IN,2013,1,1801,2562009,465807,3447381
IN,2013,2,1802,8619012,1987773,1766285
IN,2013,3,1803,1755226,186153,200649
IN,2013,4,1804,3316634,74519,1326241
IN,2014,1,1801,2914195,429078,3914490
IN,2014,2,1802,9362585,1366404,1590183
IN,2014,3,1803,1791981,191352,246826
IN,2014,4,1804,3348724,68756,1616461
IN,2015,1,1801,2258972,912307,2185997
IN,2015,2,1802,8987510,1826829,1587011
IN,2015,3,1803,1684090,245785,251742
IN,2015,4,1804,3248465,115318,1585051
IN,2016,1,1801,1972810,945859,835203
IN,2016,2,1802,9135538,1494398,4488592
IN,2016,3,1803,1741152,242412,251742
IN,2016,4,1804,3225682,239543,1663847
KS,1981,1,2001,1044114,198867,0
KS,1981,2,2002,584029,42390,0
KS,1981,3,2003,262426,74177,0
KS,1994,1,2001,927915,461339,189925
KS,1994,2,2002,519965,425021,78401
KS,1994,3,2003,-10799,186818,0
KS,2006,1,2001,1386531,0,142120
KS,2006,2,2002,991809,0,698995
KS,2007,1,2001,1579594,0,599074
KS,2007,2,2002,855447,0,295784
KS,2008,1,2001,1105077,0,1260422
KS,2008,2,2002,719846,0,78222
KS,2009,1,2001,1290654,0,1539199
KS,2009,2,2002,833185,0,92262
KS,2009,3,2003,-286151,573137,0
KS,2010,1,2001,1218756,12816,1289369
KS,2010,2,2002,787980,0,74688
KS,2010,3,2003,-254554,498380,0
KS,2011,1,2001,493576,206498,1241904
KS,2011,2,2002,852398,0,1066777
KS,2011,3,2003,219043,0,0
KS,2012,1,2001,376049,214799,977249
KS,2012,2,2002,947639,0,1045442
KS,2012,3,2003,299923,0,0
KS,2013,1,2001,170345,196970,387315
KS,2013,2,2002,891360,0,1195613
KS,2013,3,2003,132208,0,0
KS,2014,1,2001,177342,205262,388532
KS,2014,2,2002,994890,0,1238698
KS,2014,3,2003,1210611,0,0
KS,2015,1,2001,86299,196970,0
KS,2015,2,2002,799989,23325,1253402
KS,2015,3,2003,1210611,0,0
KS,2016,1,2001,104784,208103,0
KS,2016,2,2002,805607,24425,1311485
KS,2016,3,2003,1210611,0,0
KY,1988,1,2101,2945509,859001,2597582
KY,1988,2,2102,8811190,745882,2014777
KY,1988,3,2103,3874459,563458,2832169
KY,1988,4,2104,4499709,263193,1050789
KY,1988,5,2105,8464552,513286,5820311
KY,1988,6,2106,6609641,774899,5055939
KY,1988,7,2107,2444240,323219,1788522
KY,1999,1,2101,3828214,1236543,922503
KY,1999,2,2102,12463539,1197885,12563471
KY,1999,3,2103,10418382,1340401,2438389
KY,1999,4,2104,4620241,626456,1198191
KY,1999,5,2105,12550120,3405405,9781490
KY,1999,6,2106,6026419,1395703,10082957
KY,1999,7,2107,2347290,102953,987601
KY,2006,1,2101,9889742,857165,962509
KY,2006,2,2102,15131031,5227034,18252037
KY,2006,3,2103,11208567,2757748,8048127
KY,2006,4,2104,7897757,2920961,1540606
KY,2006,5,2105,13100796,871073,4596343
KY,2006,6,2106,11638035,0,11581305
KY,2006,7,2107,9921430,0,3060713
KY,2007,1,2101,9489607,685387,7437817
KY,2007,2,2102,13349975,5377766,17853718
KY,2007,3,2103,14040985,1945236,9296335
KY,2007,4,2104,5162822,4832597,940857
KY,2007,5,2105,14339371,1076285,6127730
KY,2007,6,2106,10299308,20641,11057953
KY,2007,7,2107,9298339,0,3256812
KY,2008,1,2101,8658096,664646,5700496
KY,2008,2,2102,12037958,4900012,14779427
KY,2008,3,2103,13948476,2206386,8268609
KY,2008,4,2104,6987695,3588052,941014
KY,2008,5,2105,14337135,1022005,11020666
KY,2008,6,2106,10312351,216731,9020434
KY,2008,7,2107,8388089,341228,2186080
KY,2009,1,2101,8256197,666227,4828790
KY,2009,2,2102,10547276,4645734,13304237
KY,2009,3,2103,14010400,2178832,9616702
KY,2009,4,2104,7501249,2975567,2219309
KY,2009,5,2105,13883216,1219974,9441511
KY,2009,6,2106,10591838,174273,9052011
KY,2009,7,2107,6966456,268914,1750162
KY,2010,1,2101,7626279,669275,6652823
KY,2010,2,2102,9702985,4049892,10556152
KY,2010,3,2103,15146859,1463940,7690091
KY,2010,4,2104,7845083,1949852,3090185
KY,2010,5,2105,12983640,1767957,10906785
KY,2010,6,2106,8956699,433708,7876089
KY,2010,7,2107,5368074,295226,1726356
KY,2011,1,2101,6604678,685652,7064702
KY,2011,2,2102,8429691,3296536,8383302
KY,2011,3,2103,14326193,2422898,6909438
KY,2011,4,2104,7301223,2139546,3071999
KY,2011,5,2105,12927882,1917190,10571583
KY,2011,6,2106,8257185,445923,7813305
KY,2011,7,2107,3713405,713142,1174449
KY,2012,1,2101,5696811,750788,2900005
KY,2012,2,2102,7844685,2824045,4901979
KY,2012,3,2103,12644464,2810456,4551500
KY,2012,4,2104,8214030,457166,3067773
KY,2012,5,2105,13148499,1964556,9574765
KY,2012,6,2106,8036709,418421,5813357
KY,2012,7,2107,3484799,810098,2016334
KY,2013,1,2101,5977142,634165,2906075
KY,2013,2,2102,8571581,2083524,7066531
KY,2013,3,2103,11914381,2836322,6808257
KY,2013,4,2104,7369802,348845,5483173
KY,2013,5,2105,12242196,1983709,7000562
KY,2013,6,2106,7158327,586643,5665542
KY,2013,7,2107,3196900,561379,2006555
KY,2014,1,2101,5652339,532293,4061549
KY,2014,2,2102,8917597,1413319,6248725
KY,2014,3,2103,10689212,2598668,5458813
KY,2014,4,2104,7796441,282518,3997775
KY,2014,5,2105,11064399,2132570,8680612
KY,2014,6,2106,6355513,1260000,5972357
KY,2014,7,2107,3581330,648307,1990365
KY,2015,1,2101,5316757,768669,2461683
KY,2015,2,2102,9056751,1311462,9437951
KY,2015,3,2103,11207668,2585702,5696339
KY,2015,4,2104,7667747,307343,2686667
KY,2015,5,2105,10699694,2191897,8917249
KY,2015,6,2106,7164683,1209763,5218519
KY,2015,7,2107,3697311,662602,1990365
LA,1974,1,2201,900838,0,1323635
LA,1974,2,2202,206699,70741,173522
LA,1974,3,2203,6186095,107678,3887298
LA,1974,4,2204,1187213,58699,1104354
LA,1974,5,2205,6849717,258175,4599932
LA,1984,1,2201,945507,0,511014
LA,1984,2,2202,658241,0,244147
LA,1984,3,2203,4834513,501896,3836923
LA,1984,4,2204,1244744,139142,300982
LA,1984,5,2205,10657330,693814,6586257
LA,1991,1,2201,844650,0,227091
LA,1991,2,2202,49728,404084,130602
LA,1991,3,2203,5502495,251211,2881833
LA,1991,4,2204,2603619,0,532113
LA,1991,5,2205,6635582,713203,8172631
LA,2005,1,2201,1294772,0,549776
LA,2005,2,2202,16514,340014,611019
LA,2005,3,2203,5285619,716910,2240286
LA,2005,4,2204,1728098,401765,1880334
LA,2005,5,2205,5833387,761996,8350027
LA,2009,1,2201,30707,0,0
LA,2009,2,2202,1413681,0,3960097
LA,2009,3,2203,6182388,174786,119294
LA,2009,4,2204,2318055,813679,0
LA,2009,5,2205,7224074,595444,10834868
LA,2010,1,2201,-1313925,1728587,1402084
LA,2010,2,2202,1048600,0,2212519
LA,2010,3,2203,4611932,466045,1244086
LA,2010,4,2204,248636,2273207,64312
LA,2010,5,2205,7068269,1176281,6436844
LA,2011,1,2201,-434418,1184463,1106785
LA,2011,2,2202,1644013,0,1482122
LA,2011,3,2203,2392875,2451679,2437788
LA,2011,4,2204,752530,1193458,707866
LA,2011,5,2205,4202661,3101206,4629562
LA,2012,1,2201,-394451,991961,900369
LA,2012,2,2202,1167377,0,1092883
LA,2012,3,2203,2737348,2100975,2965088
LA,2012,4,2204,855711,834792,555346
LA,2012,5,2205,4872712,2557959,4062845
LA,2013,1,2201,195596,1067721,800655
LA,2013,2,2202,925452,0,866077
LA,2013,3,2203,2434039,3119978,2830941
LA,2013,4,2204,1290813,686785,436799
LA,2013,5,2205,6039207,2031258,3944215
