Location,Year,Series,Series Code,Permits
Tennessee,2006,Total Units,1,46159
Tennessee,2007,Total Units,1,37520
Tennessee,2008,Total Units,1,22395
Tennessee,2009,Total Units,1,15092
Tennessee,2010,Total Units,1,16491
Tennessee,2011,Total Units,1,15052
Tennessee,2012,Total Units,1,20153
Tennessee,2013,Total Units,1,24151
Tennessee,2014,Total Units,1,28167
Tennessee,2015,Total Units,1,32136
Tennessee,2016,Total Units,1,36023
Texas,1980,Total Units,1,128315
Texas,1981,Total Units,1,136471
Texas,1982,Total Units,1,202665
Texas,1983,Total Units,1,279214
Texas,1984,Total Units,1,195424
Texas,1985,Total Units,1,143117
Texas,1986,Total Units,1,96762
Texas,1987,Total Units,1,50477
Texas,1988,Total Units,1,40503
Texas,1989,Total Units,1,41311
Texas,1990,Total Units,1,47195
Texas,1991,Total Units,1,56506
Texas,1992,Total Units,1,69057
Texas,1993,Total Units,1,85509
Texas,1994,Total Units,1,102592
Texas,1995,Total Units,1,105105
Texas,1996,Total Units,1,118852
Texas,1997,Total Units,1,126022
Texas,1998,Total Units,1,156830
Texas,1999,Total Units,1,146644
Texas,2000,Total Units,1,141402
Texas,2001,Total Units,1,150342
Texas,2002,Total Units,1,165322
Texas,2003,Total Units,1,180574
Texas,2004,Total Units,1,191140
Texas,2005,Total Units,1,210726
Texas,2006,Total Units,1,216926
Texas,2007,Total Units,1,178908
Texas,2008,Total Units,1,131004
Texas,2009,Total Units,1,85605
Texas,2010,Total Units,1,89674
Texas,2011,Total Units,1,99514
Texas,2012,Total Units,1,138332
Texas,2013,Total Units,1,150121
Texas,2014,Total Units,1,170330
Texas,2015,Total Units,1,175402
Texas,2016,Total Units,1,165732
Utah,1980,Total Units,1,10812
Utah,1981,Total Units,1,9004
Utah,1982,Total Units,1,7860
Utah,1983,Total Units,1,14893
Utah,1984,Total Units,1,19666
Utah,1985,Total Units,1,16490
Utah,1986,Total Units,1,13799
Utah,1987,Total Units,1,7620
Utah,1988,Total Units,1,6241
Utah,1989,Total Units,1,5963
Utah,1990,Total Units,1,7296
Utah,1991,Total Units,1,8957
Utah,1992,Total Units,1,12835
Utah,1993,Total Units,1,17432
Utah,1994,Total Units,1,18627
Utah,1995,Total Units,1,20934
Utah,1996,Total Units,1,23591
Utah,1997,Total Units,1,19324
Utah,1998,Total Units,1,20867
Utah,1999,Total Units,1,20547
Utah,2000,Total Units,1,17688
Utah,2001,Total Units,1,18887
Utah,2002,Total Units,1,19409
Utah,2003,Total Units,1,22705
Utah,2004,Total Units,1,24267
Utah,2005,Total Units,1,27800
Utah,2006,Total Units,1,25923
Utah,2007,Total Units,1,20900
Utah,2008,Total Units,1,10905
Utah,2009,Total Units,1,9982
Utah,2010,Total Units,1,9171
Utah,2011,Total Units,1,9983
Utah,2012,Total Units,1,13007
Utah,2013,Total Units,1,15823
Utah,2014,Total Units,1,17515
Utah,2015,Total Units,1,18296
Utah,2016,Total Units,1,22637
Vermont,1980,Total Units,1,3392
Vermont,1981,Total Units,1,3687
Vermont,1982,Total Units,1,2774
Vermont,1983,Total Units,1,3382
Vermont,1984,Total Units,1,3900
Vermont,1985,Total Units,1,4161
Vermont,1986,Total Units,1,4479
Vermont,1987,Total Units,1,4611
Vermont,1988,Total Units,1,4811
Vermont,1989,Total Units,1,3643
Vermont,1990,Total Units,1,2371
Vermont,1991,Total Units,1,2131
Vermont,1992,Total Units,1,2437
Vermont,1993,Total Units,1,2502
Vermont,1994,Total Units,1,2376
Vermont,1995,Total Units,1,2269
Vermont,1996,Total Units,1,2070
Vermont,1997,Total Units,1,1831
Vermont,1998,Total Units,1,2198
Vermont,1999,Total Units,1,2600
Vermont,2000,Total Units,1,2506
Vermont,2001,Total Units,1,2747
Vermont,2002,Total Units,1,3092
Vermont,2003,Total Units,1,2843
Vermont,2004,Total Units,1,3588
Vermont,2005,Total Units,1,2917
Vermont,2006,Total Units,1,2626
Vermont,2007,Total Units,1,2056
Vermont,2008,Total Units,1,1444
Vermont,2009,Total Units,1,1367
Vermont,2010,Total Units,1,1321
Vermont,2011,Total Units,1,1299
Vermont,2012,Total Units,1,1301
Vermont,2013,Total Units,1,1502
Vermont,2014,Total Units,1,1547
Vermont,2015,Total Units,1,1998
Vermont,2016,Total Units,1,1771
Virginia,1980,Total Units,1,37282
Virginia,1981,Total Units,1,29768
Virginia,1982,Total Units,1,29805
Virginia,1983,Total Units,1,53787
Virginia,1984,Total Units,1,60214
Virginia,1985,Total Units,1,64147
Virginia,1986,Total Units,1,73536
Virginia,1987,Total Units,1,66638
Virginia,1988,Total Units,1,66473
Virginia,1989,Total Units,1,56920
Virginia,1990,Total Units,1,42151
Virginia,1991,Total Units,1,33740
Virginia,1992,Total Units,1,40245
Virginia,1993,Total Units,1,45051
Virginia,1994,Total Units,1,46830
Virginia,1995,Total Units,1,43129
Virginia,1996,Total Units,1,45919
Virginia,1997,Total Units,1,45523
Virginia,1998,Total Units,1,50204
Virginia,1999,Total Units,1,53151
Virginia,2000,Total Units,1,48402
Virginia,2001,Total Units,1,52860
Virginia,2002,Total Units,1,59445
Virginia,2003,Total Units,1,55936
Virginia,2004,Total Units,1,63220
Virginia,2005,Total Units,1,61518
Virginia,2006,Total Units,1,47704
Virginia,2007,Total Units,1,38362
Virginia,2008,Total Units,1,27577
Virginia,2009,Total Units,1,21452
Virginia,2010,Total Units,1,20992
Virginia,2011,Total Units,1,23297
Virginia,2012,Total Units,1,27278
Virginia,2013,Total Units,1,31942
Virginia,2014,Total Units,1,28680
Virginia,2015,Total Units,1,28467
Virginia,2016,Total Units,1,31132
Washington,1980,Total Units,1,33122
Washington,1981,Total Units,1,24450
Washington,1982,Total Units,1,17559
Washington,1983,Total Units,1,27276
Washington,1984,Total Units,1,30388
Washington,1985,Total Units,1,35472
Washington,1986,Total Units,1,36433
Washington,1987,Total Units,1,38341
Washington,1988,Total Units,1,45048
Washington,1989,Total Units,1,48204
Washington,1990,Total Units,1,48447
Washington,1991,Total Units,1,33013
Washington,1992,Total Units,1,39682
Washington,1993,Total Units,1,41346
Washington,1994,Total Units,1,44034
Washington,1995,Total Units,1,38176
Washington,1996,Total Units,1,39666
Washington,1997,Total Units,1,41089
Washington,1998,Total Units,1,45727
Washington,1999,Total Units,1,42809
Washington,2000,Total Units,1,39183
Washington,2001,Total Units,1,38345
Washington,2002,Total Units,1,40426
Washington,2003,Total Units,1,43121
Washington,2004,Total Units,1,50440
Washington,2005,Total Units,1,53716
Washington,2006,Total Units,1,50297
Washington,2007,Total Units,1,47558
Washington,2008,Total Units,1,28919
Washington,2009,Total Units,1,17011
Washington,2010,Total Units,1,20691
Washington,2011,Total Units,1,20864
Washington,2012,Total Units,1,28118
Washington,2013,Total Units,1,32966
Washington,2014,Total Units,1,33898
Washington,2015,Total Units,1,40374
Washington,2016,Total Units,1,44077
West Virginia,1980,Total Units,1,3879
West Virginia,1981,Total Units,1,2666
West Virginia,1982,Total Units,1,1957
West Virginia,1983,Total Units,1,2002
West Virginia,1984,Total Units,1,2099
West Virginia,1985,Total Units,1,1477
West Virginia,1986,Total Units,1,1918
West Virginia,1987,Total Units,1,1859
West Virginia,1988,Total Units,1,1784
West Virginia,1989,Total Units,1,1689
West Virginia,1990,Total Units,1,1771
West Virginia,1991,Total Units,1,2868
West Virginia,1992,Total Units,1,3359
West Virginia,1993,Total Units,1,3863
West Virginia,1994,Total Units,1,3873
West Virginia,1995,Total Units,1,3691
West Virginia,1996,Total Units,1,3616
West Virginia,1997,Total Units,1,4104
West Virginia,1998,Total Units,1,3834
West Virginia,1999,Total Units,1,4233
West Virginia,2000,Total Units,1,3763
West Virginia,2001,Total Units,1,3947
West Virginia,2002,Total Units,1,4900
West Virginia,2003,Total Units,1,5235
West Virginia,2004,Total Units,1,5716
West Virginia,2005,Total Units,1,6140
West Virginia,2006,Total Units,1,5645
West Virginia,2007,Total Units,1,4795
West Virginia,2008,Total Units,1,3481
West Virginia,2009,Total Units,1,2235
West Virginia,2010,Total Units,1,2395
West Virginia,2011,Total Units,1,2220
West Virginia,2012,Total Units,1,2718
West Virginia,2013,Total Units,1,2624
West Virginia,2014,Total Units,1,2707
West Virginia,2015,Total Units,1,2795
West Virginia,2016,Total Units,1,2544
Wisconsin,1980,Total Units,1,18315
Wisconsin,1981,Total Units,1,14281
Wisconsin,1982,Total Units,1,12589
Wisconsin,1983,Total Units,1,17287
Wisconsin,1984,Total Units,1,18072
Wisconsin,1985,Total Units,1,20146
Wisconsin,1986,Total Units,1,21840
Wisconsin,1987,Total Units,1,24073
Wisconsin,1988,Total Units,1,24135
Wisconsin,1989,Total Units,1,26929
Wisconsin,1990,Total Units,1,27346
Wisconsin,1991,Total Units,1,26355
Wisconsin,1992,Total Units,1,32573
Wisconsin,1993,Total Units,1,33683
Wisconsin,1994,Total Units,1,34644
Wisconsin,1995,Total Units,1,32434
Wisconsin,1996,Total Units,1,33326
Wisconsin,1997,Total Units,1,31953
Wisconsin,1998,Total Units,1,35483
Wisconsin,1999,Total Units,1,356
